benchmark,fork,ci
JCTools__JCTools#org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline#limit=128000,9,"(0.90638913664802, 1.2242058042428599)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,0,"(0.9171913683176176, 1.1210305542962509)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,1,"(0.8850115617945905, 1.0988998872159863)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,2,"(0.8438544517262161, 1.0710432670845549)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,3,"(0.852061665927755, 1.0682157406274657)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,4,"(0.8518172599979614, 1.0595617675008748)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,5,"(0.8494720762171071, 1.0508361735743184)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,6,"(0.8597496559572495, 1.0660889861209406)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,7,"(0.8613365826095003, 1.0612697304926466)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,8,"(0.8736700946142094, 1.0980103933732235)"
JCTools__JCTools#org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline#limit=10000,9,"(0.8767931421068424, 1.0926201641377213)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,0,"(1.0026180456542977, 1.0853255897451255)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,1,"(0.9618789577568876, 1.0637342771584677)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,2,"(0.9409049707348005, 1.051076817476295)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,3,"(0.9370629344595724, 1.0375854343517785)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,4,"(0.9189367959366583, 1.023574728720304)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,5,"(0.9070473303654203, 1.0130851695386756)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,6,"(0.9157004201209038, 1.0202710461738815)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,7,"(0.91988404486058, 1.0172725073861106)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,8,"(0.9222583295437448, 1.0158013486542392)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable#,9,"(0.9267575596770801, 1.0177341533028432)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,0,"(0.9653915300489657, 1.0414333840313426)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,1,"(0.9312508452297764, 1.02383002978155)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,2,"(0.9499070029695761, 1.037288161512651)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,3,"(0.9624279722387221, 1.0489267676589271)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,4,"(0.9429007224692065, 1.036127438004711)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,5,"(0.9507363047890174, 1.032987562094691)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,6,"(0.9591259127635006, 1.035128654207649)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,7,"(0.9673621275889679, 1.0400586459288863)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,8,"(0.9655912480326004, 1.0350228426226091)"
ReactiveX__RxJava#io.reactivex.rxjava3.parallel.ParallelPerf.groupBy#compute=100&count=10000&parallelism=3,9,"(0.9645728321691424, 1.0299738280251123)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,0,"(0.9747496779510744, 1.003131924159551)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,1,"(0.9776999423205173, 1.004144491907056)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,2,"(0.9762177120839214, 1.0012485240335633)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,3,"(0.9784520467937446, 1.005647577871523)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,4,"(0.980527684440838, 1.0068527729476189)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,5,"(0.9798540631941409, 1.005116534791064)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,6,"(0.9798133435144254, 1.004052288275348)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,7,"(0.9817147422743506, 1.0139894810894188)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,8,"(0.9826254279800584, 1.0123084249508898)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable#items=1000000&maxConcurrency=1&work=10,9,"(0.9839485784114342, 1.0132607278064063)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,0,"(0.9980224838560978, 0.9998233821138462)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,1,"(0.9984345300237921, 1.0009481576269754)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,2,"(0.9987238428260695, 1.0007544756341191)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,3,"(0.9988944976232561, 1.0008249210123903)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,4,"(0.9989025968475556, 1.0006401277906025)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,5,"(0.9989357385439145, 1.0005505757565976)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,6,"(0.9989946334231502, 1.0005386291573695)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,7,"(0.9992613512849572, 1.0033343998401791)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,8,"(0.9993279350400097, 1.0031003394185258)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable#times=1000,9,"(0.9993487893411342, 1.0028530196553629)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,0,"(0.9853414836840878, 1.0305493160026489)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,1,"(0.9862816029569421, 1.02037988409047)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,2,"(0.9872762714509041, 1.0160819326744246)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,3,"(0.9844267399490969, 1.011413266827665)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,4,"(0.9811828003011437, 1.007121389850204)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,5,"(0.9824545543924705, 1.0069453891919464)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,6,"(0.9850618381634877, 1.0201917226953845)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,7,"(0.9863843213174778, 1.0180636097746576)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,8,"(0.9890192261071149, 1.0210432858635892)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1#times=10000,9,"(0.9884557876651935, 1.0183653579295988)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,0,"(0.9785087760682695, 0.9989461539291462)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,1,"(0.9823693729466397, 1.0244399213379105)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,2,"(0.9857400472787601, 1.017997927515092)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,3,"(0.9848612850646324, 1.0119436779282758)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,4,"(0.9864794403267965, 1.0108576808730754)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,5,"(0.9863719202697001, 1.007912118705699)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,6,"(0.989037842146564, 1.0188315824648897)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,7,"(0.9893019386010927, 1.0161651151403444)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,8,"(0.9903908314054695, 1.0149808161720142)"
ReactiveX__RxJava#io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert#count=10000,9,"(0.9915283878405219, 1.015671208575684)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,0,"(0.9883508153042526, 1.0397705658484515)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,1,"(0.9922066100693805, 1.0242491325237213)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,2,"(0.98965361985025, 1.016625246563531)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,3,"(0.9922033089399344, 1.0199364569542448)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,4,"(0.9931177510321403, 1.0173884856896265)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,5,"(0.9935558658505232, 1.0146260849086313)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,6,"(0.9950970121489425, 1.0154722892998749)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,7,"(0.9962450234693294, 1.015289966239886)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,8,"(0.9927579029462306, 1.012776822011541)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0#times=100000,9,"(0.9912182664742057, 1.01068215960876)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,0,"(0.9642784342730782, 1.0694284282607476)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,1,"(0.9806193945401095, 1.0677596034025127)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,2,"(0.9620758484390318, 1.0504042735943258)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,3,"(0.9698039184569506, 1.0472502665987968)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,4,"(0.9676720268045574, 1.0379992951786539)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,5,"(0.9645559801011021, 1.0311931832226042)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,6,"(0.960887490143584, 1.0234356483027458)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,7,"(0.9574176563403404, 1.018843147195146)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,8,"(0.9581114656713998, 1.0159786921750371)"
ReactiveX__RxJava#io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0#times=10,9,"(0.9571507689898219, 1.0127783542488213)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,0,"(0.8220552960161737, 0.8982567225613716)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,1,"(0.8187841208354204, 0.891168854388428)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,2,"(0.8306183769017664, 0.9957946410806421)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,3,"(0.849036515668549, 1.0549402545954947)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,4,"(0.8711403218905379, 1.0448667365717668)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,5,"(0.887297874905724, 1.0444426392327872)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,6,"(0.9002023335263731, 1.0370554399314396)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,7,"(0.9084542921614188, 1.036313479284499)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,8,"(0.9136756274776592, 1.0329762401727705)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg#key=65,9,"(0.9124487142784223, 1.0258379881473)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,0,"(0.9613075899673362, 0.9931793380050824)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,1,"(0.9664315949692858, 1.010276948889926)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,2,"(0.9730082935390235, 1.014043728389252)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,3,"(0.9755448909174761, 1.0090213483113357)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,4,"(0.976675074972593, 1.0052683233497328)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,5,"(0.9799875634181281, 1.0139046253558541)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,6,"(0.9816007232880495, 1.011545774459063)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,7,"(0.9824419703955549, 1.011147871295949)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,8,"(0.9826901420628729, 1.0087056114123996)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot#,9,"(0.9834417124719842, 1.007357483741177)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,0,"(0.9711079623466655, 1.0544851505769262)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,1,"(0.8960639971215373, 1.0396597723164334)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,2,"(0.9176034884883258, 1.0442383740189636)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,3,"(0.9365957081221681, 1.0636653616884535)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,4,"(0.9268038411468938, 1.0476398472272854)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,5,"(0.9403019838978388, 1.0623765280407782)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,6,"(0.9339180941787026, 1.0518814579518458)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,7,"(0.9338950843852588, 1.0439011970451877)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,8,"(0.9241369377763148, 1.033840575982757)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals#firstMismatch=0.1&size=2000,9,"(0.9335496653363715, 1.0453438976708507)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,0,"(0.9806423554606915, 1.0146708157281816)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,1,"(0.9556213317092965, 1.0078288853512916)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,2,"(0.9625506125356066, 1.0048703018021676)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,3,"(0.9690878316089385, 1.0188937755475311)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,4,"(0.965526181685463, 1.0124803592025584)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,5,"(0.9672815978879452, 1.0092318778193021)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,6,"(0.9699116175958696, 1.0087470194074608)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,7,"(0.9687303100483967, 1.0060602698197298)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,8,"(0.9716213991124036, 1.0091559588326033)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small#,9,"(0.9736474763637128, 1.009690840914942)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,0,"(0.9714930667583572, 1.1130812936341221)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,1,"(0.9597150429696835, 1.0718147983691086)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,2,"(0.9717328663325695, 1.0629566058764028)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,3,"(0.976521665683279, 1.0530848439474072)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,4,"(0.9868801823715906, 1.0853826948708738)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,5,"(0.9643545046160743, 1.069631023205583)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,6,"(0.964227624331375, 1.0572380370343681)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,7,"(0.9590351879826436, 1.0468844970091409)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,8,"(0.9589403900902562, 1.037715331295758)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,9,"(0.9601719018457429, 1.0347916164169393)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,0,"(0.9964131502928586, 1.0149933491840677)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,1,"(0.9928794730806073, 1.011094792695971)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,2,"(0.9905902726052475, 1.0083924959755288)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,3,"(0.9905418370186225, 1.006620477978598)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,4,"(0.9903919990553964, 1.0055545732949036)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,5,"(0.9902366125721077, 1.0047135966500982)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,6,"(0.9900876877358498, 1.00403055875592)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,7,"(0.9899800476893338, 1.0034080169980992)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,8,"(0.9900268949455135, 1.0032693131164923)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,9,"(0.9917910830244001, 1.0102092249835855)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,0,"(0.9764769847966839, 0.9970046084578884)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,1,"(0.9794644220649878, 1.019572638544214)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,2,"(0.9842199576583657, 1.0268232094974583)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,3,"(0.9809566614312953, 1.0207279039386008)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,4,"(0.9786531351864546, 1.0158962776076568)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,5,"(0.9817905000202678, 1.01739811089522)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,6,"(0.9810940464996212, 1.0139216696746778)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,7,"(0.9826270476173425, 1.0141942478275783)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,8,"(0.984735730064505, 1.0148378404452032)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,9,"(0.985762346116437, 1.0148264620549372)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,0,"(0.9591932602254265, 1.0061271786878965)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,1,"(0.9619847669430579, 1.0086022165296153)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,2,"(0.9600793177905828, 1.0061718956283556)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,3,"(0.8828075362818582, 0.9975684059589737)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,4,"(0.8747003194373351, 0.9870718195823089)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,5,"(0.8719169400841699, 0.9745801179612742)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,6,"(0.8847485359899582, 0.9930131857257712)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,7,"(0.8969830042282865, 1.002758566322346)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,8,"(0.9057227839739793, 1.0040762048255298)"
apache__arrow#org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark#,9,"(0.9155958077170039, 1.009019221749509)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.getValueCapacity#,0,"(0.9141894814861119, 1.0624397364709655)"
