benchmark,fork,ci
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeSkippingBatchIterator#,9,"(0.9755569427824635, 1.013484487205217)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,0,"(0.9892469248847023, 1.0949721932377945)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,1,"(0.9958295744385554, 1.0632326982988074)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,2,"(0.9641086759674362, 1.0463388780546636)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,3,"(0.9586185536008331, 1.0332031205136016)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,4,"(0.9669326323439115, 1.0423855443402024)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,5,"(0.9605712918620793, 1.0333115468314158)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,6,"(0.9663719209599959, 1.0323618065777005)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,7,"(0.9702642238132585, 1.0324316514348246)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,8,"(0.9731481611240227, 1.0310088302629032)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallBufferDatabind#,9,"(0.9698622076012922, 1.0256779225661667)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,0,"(1.0014037956331763, 1.028973337860481)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,1,"(1.0027187721585313, 1.0305006979545621)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,2,"(0.969280779508874, 1.025911916241301)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,3,"(0.9784472103527732, 1.027726209221286)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,4,"(0.9851277729248369, 1.0292373788148963)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,5,"(0.9877428802674454, 1.0270274686838108)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,6,"(0.985467863647063, 1.0241682782982768)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,7,"(0.9825266005131897, 1.0206888422545517)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,8,"(0.9778608544981241, 1.0174390476418385)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMiss#,9,"(0.9778726409677915, 1.0151943242422448)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,0,"(0.932669183858436, 0.9630123438510478)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,1,"(0.9388013004708946, 0.9820377411411578)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,2,"(0.9454151250916292, 1.0406584474971372)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,3,"(0.9548069729771912, 1.0303063700232142)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,4,"(0.9614806105105166, 1.0262810517289653)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,5,"(0.9650586973734202, 1.0204277257950922)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,6,"(0.9656104802616102, 1.0160922622835653)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,7,"(0.9691377674624231, 1.0161456981611035)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,8,"(0.9709868035023855, 1.0153582531277252)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallMiss#,9,"(0.9746462704229123, 1.0182040841266782)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,0,"(0.9902603366532425, 1.0252146390241939)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,1,"(0.9882749149598861, 1.0239598567367592)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,2,"(0.9759226361710582, 1.0158433249705725)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,3,"(0.9806371405097623, 1.0127676012509548)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,4,"(0.9835382358350211, 1.0109528066208737)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,5,"(0.9829146483125082, 1.0083440902707084)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,6,"(0.985892300333552, 1.0206353754932054)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,7,"(0.9853023756825554, 1.0170053835287223)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,8,"(0.9872683887509299, 1.0178868724480405)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferDatabind#,9,"(0.9874119269825233, 1.016033300201152)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,0,"(0.9684423000196646, 1.0448598510455278)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,1,"(0.9134604001221266, 1.02415259118858)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,2,"(0.925907816922055, 1.0083539671870863)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,3,"(0.9276216111811455, 0.9971579866135339)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,4,"(0.9341971039111054, 0.9934562359624234)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,5,"(0.9382127475329499, 0.9912575250580354)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,6,"(0.9396621455124643, 0.9876861999647197)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,7,"(0.9447706966252287, 0.994197852391156)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,8,"(0.9486797679491472, 0.9967053369390848)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersSetBenchmark.vertxSmall#,9,"(0.9498869783579509, 0.996207723636306)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,0,"(0.9417692190806737, 1.0041247611633106)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,1,"(0.9497165198702382, 1.0252424626294983)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,2,"(0.9593596816979464, 1.0361284679040976)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,3,"(0.962924541944071, 1.0338702176695094)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,4,"(0.9700601949877932, 1.0471586166258926)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,5,"(0.9780569653134865, 1.0642166379454503)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,6,"(0.985023823542512, 1.072405126170122)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,7,"(0.9759921260889051, 1.0630660788730086)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,8,"(0.9826138646707681, 1.0678791369273453)"
eclipse-vertx__vert.x#io.vertx.benchmarks.ContextBenchmark.runOnContextNoChecks#,9,"(0.9763711308061637, 1.0597023662621416)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,0,"(0.9112626377085407, 0.9825834768750411)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,1,"(0.9111624876032476, 0.9800450183591477)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,2,"(0.8766660633531098, 0.9678637222816495)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,3,"(0.8858548359524051, 0.962487548245504)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,4,"(0.8951888490577703, 0.9716078949055735)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,5,"(0.8987458228764234, 0.9685585337005786)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,6,"(0.8944357635718142, 0.9635828260256906)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,7,"(0.8974693654276821, 0.9631069482759576)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,8,"(0.8947590326439877, 0.9587988436991843)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.netty#,9,"(0.9008438926463016, 1.0313647181736831)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,0,"(0.971164145629727, 1.0582569046422277)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,1,"(0.9772227493814449, 1.0714331725169544)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,2,"(0.9840367353795615, 1.08162449447182)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,3,"(0.9314640692318232, 1.0666415190950376)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,4,"(0.9340106167318678, 1.0554638006053507)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,5,"(0.9321623375807749, 1.0474449626971423)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,6,"(0.9272519007439121, 1.036375681428127)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,7,"(0.9161829824269895, 1.0277059577311078)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,8,"(0.9148886356097535, 1.0222911545689868)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.baseline#,9,"(0.9238730031813427, 1.033449484639575)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,0,"(0.9571388845306409, 0.9979815001404826)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,1,"(0.962456926599043, 1.0250300591729338)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,2,"(0.971775926686605, 1.0285581197661144)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,3,"(0.978858838075131, 1.0329646633579548)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,4,"(0.9575856056380193, 1.025433919400806)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,5,"(0.9653723147654453, 1.0277862719346738)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,6,"(0.9707002317431633, 1.0291858675276437)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,7,"(0.9603810872730062, 1.0227482633180058)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,8,"(0.9540975926111763, 1.0167472044364356)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.nettySmallExactMatch#,9,"(0.9592754795558007, 1.0186942771289333)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,0,"(0.9684268560499258, 1.018061095573552)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,1,"(0.9746702247916785, 1.016115345003004)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,2,"(0.9818000396821277, 1.029636037807602)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,3,"(0.987199597910034, 1.0345054620368364)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,4,"(0.9733299367603729, 1.0277266943273027)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,5,"(0.9747668600021897, 1.0234170194677783)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,6,"(0.9738269402369751, 1.0186734378157274)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,7,"(0.9772471736508833, 1.0212291469253)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,8,"(0.9802580157333011, 1.0245077361463928)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.50&size=750000,9,"(0.9820193741068659, 1.0238250360310492)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,0,"(0.9437145446011667, 1.0134571648405521)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,1,"(0.9579058338723724, 1.0157534066980243)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,2,"(0.9569161155580257, 1.00680375424549)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,3,"(0.9644481809680358, 1.0045882649606965)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,4,"(0.9502233320021073, 0.9982267798711717)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,5,"(0.9532536786340724, 0.9955589758880985)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,6,"(0.9555430790433909, 0.9955031368767427)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,7,"(0.9558737234785049, 0.9923630168385904)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,8,"(0.9588034135555366, 0.9922973125429677)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.MinTest.serial_lazy_streams_ec#,9,"(0.9618550363695046, 0.9941088388721105)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,0,"(0.9804758385644964, 1.0128422172466691)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,1,"(0.9838321435050162, 1.0119682682575764)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,2,"(0.982069124742214, 1.0088490863274542)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,3,"(0.9842288229538974, 1.0100929080800438)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,4,"(0.9846727918389243, 1.0094162420233495)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,5,"(0.9815933987040218, 1.007259073027983)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,6,"(0.9822509365572554, 1.007111017377151)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,7,"(0.9843799086651244, 1.0115528140902788)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,8,"(0.9848241870190364, 1.0109096868732563)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.EcImmutableMapGetTest.get#size=9250000,9,"(0.9857706601655091, 1.0116338119121775)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,0,"(0.9894533679456411, 1.0058716243805221)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,1,"(0.9927067272734097, 1.0461583381347608)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,2,"(0.9914952037159654, 1.0304954319879451)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,3,"(0.9921164322716863, 1.0235016717841579)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,4,"(0.9891915498548953, 1.0179891033856998)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,5,"(0.989395504174469, 1.01375862585924)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,6,"(0.9908901525045258, 1.013419831078232)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,7,"(0.9921771029588117, 1.0123672762803249)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,8,"(0.9929637404601881, 1.0119045369623407)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.hppc#isPresized=false&loadFactor=0.75f&size=5000000,9,"(0.9936716938066691, 1.0111415527344136)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,0,"(0.9730605268100007, 1.0013972417555732)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,1,"(0.9807737219068772, 1.0130388874109548)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,2,"(0.9851681575350086, 1.011105051862555)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,3,"(0.9891475281509279, 1.0111759138480054)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,4,"(0.9915408942894901, 1.010905134591499)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,5,"(0.9895675895509409, 1.0087120053003285)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,6,"(0.9896041487289992, 1.0074762893847669)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,7,"(0.99138515482225, 1.0088377220976081)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,8,"(0.9927282484083572, 1.0092736669254074)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=false&loadFactor=0.80f&size=3000000,9,"(0.9920832630195169, 1.0079210140572865)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,0,"(0.9850962817672535, 1.0190718245491877)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,1,"(0.9855024932817776, 1.012983258461629)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,2,"(0.9845487160632164, 1.007800190439536)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,3,"(0.9867480020098433, 1.0067854354435541)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,4,"(0.9891164116071627, 1.0079304713974329)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,5,"(0.9871342569070618, 1.0058543789098602)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,6,"(0.9882309157604513, 1.0051898725836508)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,7,"(0.9892022509855528, 1.0051462342856647)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,8,"(0.9904744264481886, 1.0056030656321184)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.TroveMapPutTest.trove#isPresized=true&loadFactor=0.55&size=4000000,9,"(0.9908720457757983, 1.0052454455272684)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,0,"(0.7684944770778683, 0.8712886419294283)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,1,"(0.7814779591194349, 1.1054638151441911)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,2,"(0.815870321182958, 1.0852726355438331)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,3,"(0.8578511255284472, 1.0771562135725061)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,4,"(0.8828114315355952, 1.0690999737143911)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,5,"(0.900414239217665, 1.0820210648848416)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,6,"(0.9137222397029653, 1.0783740411424607)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,7,"(0.9220417442300313, 1.0759999789377181)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,8,"(0.9312550176272227, 1.0806037933162422)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ChainMapPutTest.ec#isPresized=true&loadFactor=0.80f&size=9750000,9,"(0.9354159375761205, 1.0754849457264462)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,0,"(0.9210337159513492, 1.0534766006862575)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,1,"(0.9227497655455192, 1.0118705443465599)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,2,"(0.9282733583225179, 1.0009013334045693)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,3,"(0.9385163235358888, 1.0922027027371424)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,4,"(0.949428258239112, 1.089664082474053)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,5,"(0.9627167296279202, 1.0935966133422728)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,6,"(0.962325243415844, 1.0799228046867977)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,7,"(0.9655161109791252, 1.0734176657094385)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,8,"(0.961793012962419, 1.0633146120697838)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.CollectIfTest.parallel_lazy_jdk#,9,"(0.966826160266864, 1.061316390417335)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,0,"(1.0647763752467498, 1.1090764878288266)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,1,"(1.0293993036419355, 1.097941075572995)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,2,"(0.9907149094747579, 1.084413872174031)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,3,"(0.9953374536779641, 1.070710736690761)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.KolobokeMutableMapGetTest.get#size=5500000,4,"(1.0006718251824258, 1.0631437372207226)"
