benchmark,fork,ci,timewaste
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,9,"(0.9537056479751593, 0.9918301800814521)",29.83500319997065
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,0,"(0.9795853082823159, 1.007496247905322)",47.904670526585434
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,1,"(0.9497865318225411, 1.0200153460624297)",49.504631647686196
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,2,"(0.9663444884154719, 0.998022343305801)",50.00646225307872
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,3,"(0.9912579945331096, 1.1065221234064258)",49.48008681697977
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,4,"(0.9712139266105739, 1.0064923515638915)",47.68789626857852
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,5,"(0.9506134251176813, 1.0113951749409602)",50.01640131140848
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,6,"(0.9580895953953261, 1.0036614780660946)",-153.22064674145912
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,7,"(0.9705761855157835, 0.9918653681317738)",49.39938228089203
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,8,"(0.9575598685095172, 0.9918101462375117)",49.684445021789976
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,9,"(0.9763943948363958, 1.0111541473952848)",35.41719545484602
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,0,"(1.036619762501494, 1.0563828801715436)",-7.400849407999999
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,1,"(1.030920975920334, 1.0393231205462854)",40.41002188799998
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,2,"(1.037521333023791, 1.0572556725286644)",-1.0821304319999996
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,3,"(1.0426894359105419, 1.0484844940597817)",0.8168407040000005
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,4,"(1.018999277523423, 1.0287955906187083)",51.323600895999995
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,5,"(1.0419665289783848, 1.0598368520773414)",-1.0496245759999994
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,7,"(1.0357492920158247, 1.0441423718495726)",51.193577471999966
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,8,"(1.0322728405907413, 1.0425051092644753)",51.058311168
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measureListSort#,9,"(1.0218122389836402, 1.0295924194375028)",0.7885291520000024
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,0,"(0.975577198474147, 0.984306534786091)",-305.5256862720023
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,1,"(0.9770616598352337, 0.9945158232510731)",50.28577279999995
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,2,"(0.976647596752343, 0.9831738339137203)",50.13871001600001
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,3,"(0.9794843879705102, 0.9924759278023494)",50.26296627199992
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,4,"(0.9732407673266501, 0.9876823577111994)",50.22783897599991
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,5,"(0.9764567281294209, 0.9868482692280877)",50.07710617599993
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,6,"(0.9860470310640244, 0.9997788649582643)",50.124816384000084
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,7,"(0.9738665552135566, 0.9799866568514449)",50.32378367999997
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,8,"(0.9809601849254813, 1.0000162724482442)",50.24749977600002
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,9,"(0.9740952610401199, 0.9844994176718209)",50.29940428799996
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,0,"(0.9792994277354621, 0.9996021452678563)",-64.29721219207795
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,1,"(1.000813780785293, 1.0136533855946548)",-157.58218172270318
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,2,"(0.9901789031108512, 1.017072722540817)",35.917781952500896
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,3,"(0.9823671974790091, 0.9973726296862736)",50.06399921718756
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,5,"(0.9965277487113104, 1.0156638221641292)",50.09592666229738
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,6,"(0.9914488862874803, 1.01094330663656)",41.64743074622306
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,8,"(0.9877236572802814, 1.0206449186523852)",-131.8550126858001
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur128#,9,"(0.9937876780995838, 1.0098817013651247)",44.052478680699686
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64#,2,"(0.9728795064947486, 0.9885620012284602)",-175.00389328071253
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64#,3,"(0.9909347116807969, 1.0065574676485174)",-188.10972283507363
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64#,4,"(1.000089569103573, 1.021864968991475)",19.661675380523338
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLPlusPlusMurmur64#,5,"(0.975554777043895, 0.9894794531848841)",-196.0318289993097
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,0,"(1.0479635188775902, 1.0898241051271924)",-188.21868815939195
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,2,"(0.9746614175111238, 1.0101739245846517)",48.405025989129115
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,3,"(1.0063781109689396, 1.0336233477008945)",48.00539603199672
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,4,"(0.95810647524479, 0.9989177533987688)",42.704372828784415
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,5,"(0.9973924348037769, 1.0444578967322327)",-28.50287098398845
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,6,"(0.9771949100788407, 1.0037655279411226)",48.50490117455108
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,7,"(0.9959730763671318, 1.0119975286924752)",13.901265631747194
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAndAnalyzeSimpleSelect#,9,"(0.99095660822799, 1.012596353136905)",10.50100730048571
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,0,"(0.9895488271624112, 1.0450426100199723)",36.704503035616334
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,1,"(0.9726510099954204, 1.015088848621542)",44.30531583262687
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,2,"(0.9842793773596292, 1.0361406277477945)",41.1050895379092
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,3,"(0.9697573726444936, 1.020063664739848)",49.50644187800504
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,4,"(0.9674279032360111, 1.007714404575247)",48.80611471982478
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,5,"(1.016395070723997, 1.0772044006826895)",49.50663026603412
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,6,"(0.9900340526953484, 1.035232382022671)",41.605472928894436
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,7,"(0.9712424462355507, 1.0185985809322096)",41.90510192139222
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,8,"(0.9871920068604773, 1.0210490575581264)",31.40369816608371
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,9,"(0.9634660392956813, 1.0114642036842394)",49.50666300455683
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,0,"(0.9953652963815859, 1.003031938863608)",50.176876543999896
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,1,"(0.9953341319947437, 0.9996773978160606)",50.168193024000054
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,2,"(0.9949699883562674, 0.9991567609985972)",50.18465894399993
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,3,"(0.9970807607473009, 1.0024151330396398)",50.24695910399999
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,4,"(1.001307040644908, 1.0070794549371014)",50.26213887999993
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,5,"(0.9942763693004838, 1.0002111539493386)",50.167701503999936
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,6,"(0.9960466571570575, 1.0011002881513147)",50.172035071999915
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,7,"(0.9968249119484232, 1.0018577621335865)",50.26497331200005
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,8,"(0.9946172368511732, 0.9990619897400821)",50.41885184
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,9,"(0.9943251155233807, 0.9988217813960949)",50.055766016000035
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,0,"(0.997087192930358, 1.0178001304228463)",41.543532543999994
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,1,"(0.9942405016545265, 1.0133543526936306)",-1451.9894015999992
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,2,"(0.9935402415180523, 1.012935567356552)",-1258.5680240640015
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,3,"(0.9682253870836454, 0.9908747339879997)",40.64175718400001
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,4,"(0.9826121014515075, 1.0054000047145084)",34.100740095999996
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,5,"(0.9867902193842779, 1.0159006445278993)",50.265587712000006
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,6,"(0.9835806320789975, 1.0021901841237206)",50.53926604799999
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,7,"(1.0050096156424593, 1.0241409217868327)",50.85279027199998
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupBySumLong#,9,"(1.0142535572102689, 1.0331732017329118)",44.572868608
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,0,"(0.9585929932051338, 1.0797410783127293)",48.00064629264542
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,1,"(0.994428533974544, 1.097964915933157)",48.80072201933824
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,2,"(0.9676298808482426, 1.1034164302878562)",-135.50187064952385
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,4,"(0.9789549837016149, 1.0852313423960733)",-15.300205248321262
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,5,"(1.0066895772281779, 1.1126730833568659)",-193.60240030457015
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,6,"(0.8884055365095853, 0.9597103577833122)",49.700733285047804
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,7,"(0.9555808925168469, 1.0307555623885427)",42.50056573412182
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,8,"(0.9543326053495572, 1.111574384230352)",49.600659762589004
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureAnalyzeSimpleSelect#,9,"(1.0021533880759268, 1.1524060679672732)",48.00068168282074
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,0,"(0.9692123820332027, 0.9896419605301476)",20.52204897473066
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,1,"(0.9748980811028886, 1.0065360864537911)",31.682641479016173
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,2,"(1.0194806947683162, 1.0514870016971622)",50.19141810131515
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,4,"(0.9837489295854627, 1.0075735812251552)",50.15928264427546
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,5,"(0.9798832573849057, 0.997013783404521)",50.17603233403643
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,6,"(0.9915795781739237, 1.0140165000777288)",50.17850813943782
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,7,"(0.9933612898518861, 1.003642805946657)",50.235475184529236
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,8,"(1.013357672912014, 1.068194761964256)",50.19739488503843
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOffHeap#,9,"(1.0164824381750504, 1.0508181519759212)",50.14515868758279
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,0,"(0.9867468551788141, 1.023673531053374)",48.71844877633012
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,1,"(0.8478936260968082, 0.8572284963209905)",-160.76101545537625
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,3,"(0.928398913045706, 0.9599130299736383)",-175.16373984005526
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,4,"(0.9835034853417959, 1.0053352916241967)",42.91573053641915
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,5,"(0.9868074570610483, 1.008645397097948)",48.717968996288306
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,6,"(0.9967810039661182, 1.0335470750825626)",46.617458104993254
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,7,"(1.028178378711854, 1.0597972709796368)",-198.17738088783224
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,8,"(1.0018437757742025, 1.0231011610576515)",-196.27541693003047
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseAnalyzeAndPlanInsertFromValues#,9,"(0.9918907792979341, 1.0161258061138405)",48.71887726273963
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,0,"(0.9913032798653427, 1.0108772656078162)",49.936334848
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,1,"(0.9972011891995634, 1.0196891135791253)",21.417164800000013
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,2,"(0.984649134051552, 1.0033742376862143)",48.64868351999998
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,3,"(0.9920580836044044, 1.0176369614619867)",51.241811968000015
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,4,"(1.0370507475614186, 1.0929444091044649)",51.087671296
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,5,"(1.0076656331060385, 1.0271079359034097)",10.029629439999994
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,6,"(1.000146885173593, 1.0216574417296826)",51.315212288000005
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,7,"(1.0087103881481474, 1.0352941236657285)",51.88983193600001
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,8,"(0.9994101329206738, 1.0228052617048948)",51.633979391999986
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,9,"(1.00319006126455, 1.029601680552519)",-194.932375552
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,0,"(0.974203919317576, 1.0103269519188858)",31.801949200246113
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,1,"(0.9936053760690742, 1.046024196454115)",49.503508188032896
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,2,"(0.9685118330246132, 1.008192286358766)",49.5034896470412
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,3,"(0.9558048501460963, 0.9911434725470788)",-142.00929277496232
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,4,"(0.9671680551598929, 1.0024173718432203)",49.403071233335524
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,5,"(0.9789350889241288, 1.017936695346292)",48.403326231035045
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,6,"(0.9796883207655642, 1.0037682564739092)",49.40316354306409
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,7,"(0.9648657551834212, 1.0007297368299266)",47.80337861330713
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,8,"(0.9774191513671237, 1.015714867560051)",49.50326239597312
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,9,"(0.9679505282995674, 1.004731135803855)",49.10326891264987
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,0,"(1.0008210302185008, 1.02130365224117)",49.940181918989126
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,1,"(1.005920299155036, 1.0146501709478664)",-164.9337145112559
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,2,"(1.00652777140143, 1.0203470891787523)",-41.16449949630177
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,3,"(1.0103891356980859, 1.0217520830440532)",-60.65653926641802
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,4,"(1.0075401568174325, 1.0188103602475895)",36.75812062089893
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,6,"(0.9896754172515733, 1.0193099992970573)",50.11876392128135
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,7,"(0.9953197042203394, 1.0031070342703279)",20.487070142335785
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,8,"(1.001052822168139, 1.0088978181394839)",50.105720517972344
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeHashInnerJoin#,9,"(1.0034583171000198, 1.0151095766546687)",-54.14524156212753
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#,2,"(0.9838182570849842, 1.0152842325515221)",39.87019996656902
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#,4,"(0.9972599613880623, 1.0104616517205567)",15.926455666553032
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#,5,"(1.0070101609015072, 1.0333447785974683)",44.790580388428246
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#,6,"(0.9671007760625885, 0.9951212799267262)",-101.89976101158797
crate__crate#io.crate.execution.engine.aggregation.AggregateCollectorBenchmark.measureAggregateCollector#,7,"(0.9948360756387342, 1.0134929224669111)",16.72897490224164
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,0,"(0.9930402735139847, 1.0088404714902404)",50.66614374399999
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,1,"(0.9985617684182629, 1.0154483129347507)",50.529828863999995
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,2,"(1.0004315834396926, 1.0174151481179377)",50.674008064000006
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,3,"(1.000549579860684, 1.0175203042892138)",50.852790272000014
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,4,"(1.029427314072755, 1.045474012779521)",16.31793971199999
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,5,"(0.9899578422868056, 1.0072562471532776)",50.999590912000016
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,6,"(1.0123314268756551, 1.0340211304021092)",50.24042188800002
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,7,"(0.9930593183851598, 1.0112330984705777)",29.358555135999985
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,8,"(0.9943195949142667, 1.0103507130835339)",50.694455296000015
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,9,"(1.0166290260819328, 1.035314441921623)",50.022318080000005
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,1,"(1.0146526948975407, 1.0397604011867891)",-15.0780204373333
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,2,"(1.018598948412999, 1.0491490677264728)",-187.2337305600006
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,3,"(1.00888877881329, 1.049741780505343)",-175.4326630399992
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,5,"(0.9884814632468137, 1.0208147137816725)",50.196075861333355
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,6,"(0.9925722349231888, 1.0207680411735918)",50.20186487466664
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,7,"(0.9787145729348067, 0.9990752165665278)",50.119835648000006
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,8,"(0.9928116627168837, 1.0316250596344272)",50.124685312000054
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithRepeat#,9,"(1.0082037522282716, 1.033973061534092)",50.287454890666666
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,0,"(0.9691943176586041, 1.0013460079777499)",28.110584602053038
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,1,"(0.9882051082022315, 1.0245431772893225)",43.21590748667001
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,2,"(0.9992511821355522, 1.025622342998156)",29.610619033308758
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,3,"(0.971711572770241, 0.9999675363174884)",35.8119916561797
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,4,"(0.9956303558733015, 1.0283777252824418)",17.305647410581223
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,5,"(0.9668064709083667, 0.9988279621637741)",48.61922612173757
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,6,"(0.9847078227920883, 1.0210900309187927)",30.31081720427084
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,7,"(0.9830365122927758, 1.014444996139603)",39.11294956572105
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,8,"(0.9708840339092952, 1.0013531906889934)",43.41505042767987
