benchmark,iteration,ci
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1300,"(0.9533785797256107, 0.9736038371318257)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1350,"(0.9389945009856621, 0.9539573471458517)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1400,"(0.9468889901483275, 0.9680815450017842)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1450,"(0.9384193011790327, 0.9589157659780359)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1500,"(0.9515495993911818, 0.9732674351866317)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1550,"(0.9749421001130564, 0.9938313186188408)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1600,"(0.9568728903632923, 0.9777194728387513)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1650,"(0.9842256498024078, 1.0067262153824608)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1700,"(0.9426945922512485, 0.9620108062620802)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1750,"(0.9584369472603289, 0.9795865659192562)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1800,"(0.9356774976855323, 0.9534172957748224)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1850,"(0.9631830427679393, 0.9836587100527651)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1900,"(0.9621791026471546, 0.9847738168157668)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,1950,"(0.9697676602280306, 0.9902304914914675)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2000,"(0.9562365715639871, 0.9777876615079814)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2050,"(0.9790230915190012, 0.9984743739339784)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2100,"(0.948597401391344, 0.9721024533564578)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2150,"(0.9952471693041383, 1.0062209914865055)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2200,"(0.9613317319785368, 0.9850779036992439)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2250,"(0.9471594669558424, 0.9675828521857465)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2300,"(0.9561302563769921, 0.977833423079654)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2350,"(0.9594482815148915, 0.9804367789997734)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2400,"(0.9764575525020387, 0.9986837968045292)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2450,"(0.9845929082291638, 1.0010275094423629)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2500,"(1.0047843645567645, 1.016912967678882)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2550,"(0.9454969477373317, 0.9654411397089423)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2600,"(0.986243081320965, 1.0051004655687348)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2650,"(0.9636607276711794, 0.9851207940526385)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2700,"(0.9271578154561028, 0.9318871246539476)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2750,"(0.9744597992800836, 0.993308415755843)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2800,"(0.9420759493067774, 0.9654092070707301)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2850,"(0.9810540174880663, 0.9975765163846545)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2900,"(1.0027107747638815, 1.0160863668359252)"
apache__hive#org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench#,2950,"(1.0001576086759911, 1.007029163801573)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,0,"(0.7288740048200675, 1.0213810706037125)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,50,"(0.754679765937391, 0.8963114726215395)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,100,"(0.8555043292714494, 1.677398795685504)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,150,"(0.8220075969129957, 0.9250469936392881)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,200,"(0.7783809371288863, 1.9114796932295322)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,250,"(0.8030936194597074, 0.937698015582486)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,300,"(0.8506979187580217, 1.2027849220447644)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,350,"(0.7776244228328993, 0.9033728349495611)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,400,"(0.8540233224200381, 1.3050086847172895)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,450,"(0.8026986925075222, 0.977176899276067)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,500,"(0.8052808990136309, 2.167078674460483)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,550,"(0.7937373849128504, 1.0657199994833781)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,600,"(0.8342696448598447, 1.1235043102336928)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,650,"(0.8303705272038172, 1.1724624327277573)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,700,"(0.8450527339871459, 1.009185382556026)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,750,"(0.9087822016834431, 1.3046371743972467)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,800,"(0.8282159851898941, 0.914003116524634)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,850,"(0.9070390849375508, 1.3144934407941367)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,900,"(0.8402041787867986, 0.9982317823035965)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,950,"(0.8631749937597541, 1.9327673975758752)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1000,"(0.8269472693743274, 1.0929406657664498)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1050,"(0.8956682352319094, 2.093522110495403)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1100,"(0.8597280058598725, 1.0545511503933271)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1150,"(0.8195300828893883, 0.9168231789636768)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1200,"(0.88069511656195, 1.3167176250950254)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1250,"(0.8140649502320277, 0.915272475495642)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1300,"(0.8576768111307612, 1.3066574798451112)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1350,"(0.8482340484817881, 1.0849553105077874)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1400,"(0.9063530706857017, 1.1695426713709864)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1450,"(0.8116508513276676, 0.9296716749114351)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1500,"(0.8373275420120909, 1.3493672082518937)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1550,"(0.8562375729504891, 0.9989789043274522)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1600,"(0.8761204723652413, 1.2456099513135845)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1650,"(0.7812367774612261, 0.8702014645226258)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1700,"(0.7990036464366179, 1.0163593298550784)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1750,"(0.8890959806149951, 1.5196228173931585)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1800,"(0.875763722949411, 1.119745828894556)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1850,"(0.8894704115459816, 2.006684052534296)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1900,"(0.8421255015682299, 0.9509459810343764)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,1950,"(0.8860578358404217, 1.96692505738906)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2000,"(0.8789632568706452, 1.1812945414683673)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2050,"(0.8809510146813352, 1.6761741496719376)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2100,"(0.8522421076986545, 0.9539325741480892)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2150,"(0.8985707837038518, 1.095924074500253)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2200,"(0.8439878411514455, 1.3177843059663576)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2250,"(0.8255491875026232, 0.909882111693211)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2300,"(0.8765816185655809, 1.7202819764836115)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2350,"(0.8352262848351727, 0.9481010307101199)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2400,"(0.8860253164054761, 1.1397601242587803)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2450,"(0.8285952985020769, 1.5731227983535443)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2500,"(0.7902407912685736, 1.1818267344395865)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2550,"(0.8052925736169573, 0.9677946830005897)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2600,"(0.8252910740532623, 1.530200567550087)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2650,"(0.8052994245780737, 0.9980371133966885)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2700,"(0.8876125866627701, 1.116403750661302)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2750,"(0.8483569022116714, 1.0957764286458878)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2800,"(0.8376423137775965, 0.9183847259944606)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2850,"(0.8712101523313173, 1.6397949097881046)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2900,"(0.8812310868377977, 1.4484101627254928)"
apache__hive#org.apache.hive.benchmark.storage.ColumnarStorageBench.write#format=orc,2950,"(0.8607504336658295, 1.2024527942324272)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,0,"(1.503868859648358, 3.806275366240109)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,50,"(0.9879998150932522, 1.918045766475529)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,100,"(0.6956810883293221, 1.7345961513807624)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,150,"(0.9503527626091567, 2.52395992719061)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,200,"(0.8696779317219775, 1.6573528380507319)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,250,"(0.7639840229242858, 1.5356639824435723)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,300,"(0.9491521085019455, 1.6736191998743495)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,350,"(0.6725600580147615, 1.3007665633535395)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,400,"(0.8220490089466158, 1.505886654803955)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,450,"(0.8376580522255177, 1.571731610957914)"
apache__kafka#org.apache.kafka.jmh.record.RecordBatchIterationBenchmark.measureIteratorForBatchWithSingleMessage#bufferSupplierStr=CREATE&bytes=RANDOM&compressionType=ZSTD&maxBatchSize=200&messageSize=1000&messageVersion=2,500,"(0.6372857249555627, 1.8951390801313694)"
