benchmark,fork,ci
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.FfmpegProcessorPerformance.readInfoWithFLV#,9,"(1.1194522044305217, 1.1363037343120168)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,0,"(1.0460904123262036, 1.1239522642134039)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,1,"(1.0624334374779871, 1.184736457842969)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,2,"(1.0746270891245535, 1.2201025174263358)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,3,"(1.0844297621164782, 1.258556718527943)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,4,"(1.0168294296175429, 1.216524656746499)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,5,"(1.018787330137565, 1.1741812088934565)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,6,"(1.0203060600273206, 1.1470892316477184)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,7,"(1.02194965454065, 1.12335395203096)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,8,"(1.021991083788489, 1.127891045073136)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.codec.GIFImageWriterPerformance.testWriteWithSequence#,9,"(1.0229300658917624, 1.1351877731373154)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,0,"(1.523604815199228, 57.01217085881966)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,1,"(1.6401186261026404, 78.55738319144818)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,2,"(1.782772748068611, 65.83932047473397)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,3,"(1.661232823964818, 50.07840067105692)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,4,"(2.0704031059263728, 52.97789731264776)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,5,"(2.3877079742684217, 51.008215287267866)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,6,"(1.8505498747780387, 39.511227051343724)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,7,"(1.868955296177576, 12.519867817236463)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,8,"(1.97628677074648, 13.169189797168636)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithBMP#,9,"(1.8883964497453394, 8.107890296650035)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,0,"(1.269686455110829, 15.566395007972117)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,1,"(1.4308891052762827, 27.951359059650883)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,2,"(1.7253764107219443, 85.73994298292226)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,3,"(3.6936917376748566, 46.46757136445779)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,4,"(3.471587227776402, 28.952641743554896)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,5,"(4.520893426215715, 35.76062651698705)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,6,"(1.0852123662680804, 23.519331081404367)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,7,"(1.1059243719474492, 22.913681567879763)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,8,"(1.1272714689856669, 24.84741942418524)"
cantaloupe-project__cantaloupe#edu.illinois.library.cantaloupe.perf.processor.Java2dProcessorPerformance.processWithPNG#,9,"(1.145171591739458, 17.254513867402846)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,0,"(0.9805267833473046, 0.9890332118287617)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,1,"(0.9808911691378362, 1.006112129769005)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,2,"(0.9809905823042805, 1.0117960324343582)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,3,"(0.9810127156704983, 1.0108037047219138)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,4,"(0.9812017587924148, 1.0206462324555963)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,5,"(0.9811215642902409, 1.0166800562246663)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,6,"(0.9809886489601761, 1.0146314708729007)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,7,"(0.9811339622325351, 1.0170878813833002)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,8,"(0.9811254137383983, 1.0158957395325179)"
crate__crate#io.crate.data.join.RowsBatchIteratorBenchmark.measureConsumeNestedLoopJoin#,9,"(0.9811268067937858, 1.0143584546901898)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,0,"(1.3219671861939992, 549.1749770862541)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,1,"(1.4391656296411435, 704.5154916538918)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,2,"(1.5625137606770219, 581.8366067961256)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,3,"(59.36670495575786, 984.2310177426365)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,4,"(83.32234935416356, 1336.0196452808802)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,5,"(126.14635477608422, 1884.458145236514)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,6,"(128.06137064967595, 1120.6067560734057)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,7,"(125.17138768556659, 851.0028425811909)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,8,"(110.88685778435081, 658.4410402893159)"
crate__crate#io.crate.execution.engine.reader.JsonReaderBenchmark.measureFileReadingIteratorForJson#,9,"(129.08857156417886, 755.385368626915)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,0,"(1.8468471756960336, 1.86223721713971)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,1,"(1.301277647988287, 1.8600362582826175)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,2,"(1.2657491682284645, 1.8533744959960001)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,3,"(1.2690887289476271, 1.7122815206516862)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,4,"(1.2688324858567583, 1.626618183803112)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,5,"(1.2685961897198015, 1.5694690508824511)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,6,"(1.2674931933522156, 1.52711517639948)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,7,"(1.2701427901870976, 1.4996410874763697)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,8,"(1.2699303179674126, 1.4742516684907114)"
crate__crate#io.crate.execution.engine.distribution.merge.SortedPagingIteratorBenchmark.measurePagingIteratorWithoutRepeat#,9,"(1.2692295155996072, 1.4539207379616672)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,0,"(1.248008869926231, 1.265634242487221)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,1,"(1.0687314187461172, 1.2624196992800145)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,2,"(1.0779493621114933, 1.3395645683116264)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,3,"(1.0790412266932805, 1.3155871288058054)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,4,"(1.059531904492451, 1.2823364922107825)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,5,"(1.0688329318816885, 1.236099268666131)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,6,"(1.0723748814585448, 1.2534817672924152)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,7,"(1.0707567592566454, 1.2232016544908018)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,8,"(1.072006012028072, 1.2266294029574736)"
crate__crate#io.crate.execution.engine.aggregation.GroupingLongCollectorBenchmark.measureGroupingOnNumericDocValues#,9,"(1.0240424779557817, 1.1437330382032693)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,0,"(1.100186838461792, 1.4479998063671655)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,1,"(1.1604024289156822, 8.172014193872219)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,2,"(1.2151759692766941, 8.660575920403502)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,3,"(1.0296174147249575, 7.084142296644495)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,4,"(1.035769814486687, 6.74655047755425)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,5,"(1.041845452434473, 5.3508984713154195)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,6,"(1.0478281091718853, 5.84143259695157)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,7,"(1.0548922654945718, 4.903944732860278)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,8,"(1.0582938568062268, 5.10662191540292)"
crate__crate#io.crate.analyze.PreExecutionBenchmark.measureParseSimpleSelect#,9,"(1.064155063681167, 4.978482806778395)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,0,"(1.1251447745716907, 1.1426981903584916)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,1,"(1.129545065150648, 1.15927239059747)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,2,"(1.1118571849342649, 1.1542385221434885)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,3,"(1.1174937058390957, 1.1519071958989315)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,4,"(0.9994196615134119, 1.1475634112425996)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,5,"(1.0006093761012698, 1.151544440790888)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,6,"(1.0017904195132346, 1.1531901919054623)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,7,"(0.9830012035176792, 1.1477465599190133)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,8,"(0.9845751487019841, 1.1464953604660582)"
crate__crate#io.crate.execution.engine.collect.collectors.LuceneBatchIteratorBenchmark.measureConsumeLuceneBatchIterator#,9,"(0.9858612083143979, 1.1551493691138286)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,0,"(1.2814296058690635, 144.94013105102383)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,1,"(1.3759869909981148, 275.9564355460069)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,2,"(1.3925593681301975, 163.16340146339493)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,3,"(13.419256565530949, 138.542597010299)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,4,"(11.161745041697518, 113.25336746181736)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,5,"(16.916177983034107, 145.94119172169798)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,6,"(19.0529629435117, 124.96729888876521)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,7,"(21.617661536660023, 123.56798159983232)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,8,"(24.871393946765643, 127.92432786664406)"
crate__crate#io.crate.execution.engine.reader.CsvReaderBenchmark.measureFileReadingIteratorForCSV#,9,"(26.672751068377373, 121.61940355633232)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,0,"(2.079722177037884, 2.1509256220464716)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,1,"(0.977520265067098, 2.139426469994822)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,2,"(0.9784050813613379, 2.1087542856689705)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,3,"(0.9788794436672585, 2.0620979715216334)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,4,"(0.954926311751396, 1.9909104970573015)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,5,"(0.9550334457977296, 1.9706277754087043)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,6,"(0.9573607741586605, 1.070633204326852)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,7,"(0.9575645675266267, 1.1110816231009717)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,8,"(0.9576562839583278, 1.9190606732558757)"
crate__crate#io.crate.operation.aggregation.HyperLogLogDistinctAggregationBenchmark.benchmarkHLLAggregationOnHeap#,9,"(0.9583432316817616, 1.9036161752132892)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,0,"(1.082259512306712, 25.73268541450578)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,1,"(1.0634559305258113, 27.113371386210297)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,2,"(5.633975369273493, 27.9761756863382)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,3,"(7.5062269170863845, 27.25359138762557)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,4,"(8.978917577947994, 27.70918499127053)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,5,"(10.463181559758373, 27.594806250845743)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,6,"(11.956918571751427, 27.7900804567219)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,7,"(11.502433579329765, 25.977011253839805)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,8,"(11.692586468631038, 25.453688461106232)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersEncodeBenchmark.vertxSmall#,9,"(12.539087969072229, 25.69201686206486)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,0,"(1.0704696528586777, 1.1130461600439834)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,1,"(1.0782943764539277, 2.1494694049985923)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,2,"(1.0841292300051533, 1.7681499209237912)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,3,"(1.09100334796507, 1.5161767087814384)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,4,"(1.0967780200698771, 1.5411639181732606)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,5,"(1.1011117577271816, 1.5988534435024282)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,6,"(1.1057382324867158, 1.533804591930927)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,7,"(1.068884896122737, 1.4421338223623559)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,8,"(1.071589884805693, 1.3691597824287354)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonDecodeBenchmark.smallBufferJackson#,9,"(1.029306657210462, 1.2524047732996786)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,0,"(1.7897099867540138, 27.08131166482402)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,1,"(2.131088879738087, 26.9089215155927)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,2,"(5.959304271037984, 23.022256275854144)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,3,"(5.2000003139415485, 23.6877694397248)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,4,"(6.880794309882213, 21.974013267193587)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,5,"(7.595956386209755, 20.656207725274633)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,6,"(7.259584920296949, 20.169780063918765)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,7,"(1.2834363128440873, 18.720303058185856)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,8,"(1.3111615321463725, 18.304393221919426)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.wideBufferJackson#,9,"(1.2232464649334234, 15.87929162674858)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,0,"(1.2975523196429009, 5.880361428392048)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,1,"(1.25249108592847, 5.76213596488283)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,2,"(1.9315629605901299, 5.112928420454403)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,3,"(1.7889502806901578, 5.102062121719908)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,4,"(1.9650708188572086, 4.5059324240089955)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,5,"(2.07376557046024, 4.53353925029078)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,6,"(2.1671277130783264, 4.3914215378144785)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,7,"(2.3312463118741875, 4.479228951108528)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,8,"(2.4894656046307495, 4.579243202480701)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HeadersContainsBenchmark.vertxSmallMatch#,9,"(1.82835908496848, 4.259654853410195)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,0,"(1.6815996508095001, 31.577593265386493)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,1,"(1.5950967022902023, 30.91676874980475)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,2,"(6.296005416237236, 26.297713227095045)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,3,"(3.8152284802706693, 23.45569087616897)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,4,"(4.623979913227169, 22.104802838394008)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,5,"(5.636714757559597, 23.05095003516482)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,6,"(1.0206408460882304, 18.23530700406953)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,7,"(1.025025827981053, 16.65047551317443)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,8,"(1.0313633139371419, 13.273525729438509)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.deepBufferJackson#,9,"(1.0349542324034686, 11.308133246376903)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,0,"(1.0329171491451483, 1.1302559531493304)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,1,"(1.0533954338069627, 1.1692616253338464)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,2,"(1.0684212938903634, 1.244391394549344)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,3,"(1.0791757057278815, 1.2145108151595745)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,4,"(1.015803335078413, 1.1765515155485609)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,5,"(1.0157443378216495, 1.1927679844051438)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,6,"(1.0176609953454099, 1.1862611060796486)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,7,"(1.0187385792331611, 1.2034712939558905)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,8,"(1.0199704755369026, 1.213639787733608)"
eclipse-vertx__vert.x#io.vertx.benchmarks.JsonEncodeBenchmark.smallStringDatabind#,9,"(1.0221324833627201, 1.198004787801361)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,0,"(3.6237498863906095, 48.78962938651898)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,1,"(1.6116508096931679, 33.42241112978355)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,2,"(1.2730393956929005, 15.780116912065155)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,3,"(1.3736229526768569, 21.305249898028276)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,4,"(1.4346711438575406, 7.727157771230564)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,5,"(1.4067037113613075, 4.808157977965745)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,6,"(1.424311212628673, 3.421146867929004)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,7,"(1.4686543210901284, 3.824304120969675)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,8,"(1.4392629720931958, 3.045330253855348)"
eclipse-vertx__vert.x#io.vertx.benchmarks.HttpServerHandlerBenchmark.vertxOpt#,9,"(1.3891826215608185, 2.488808524431982)"
eclipse__eclipse-collections#org.eclipse.collections.impl.jmh.map.ScalaAnyRefMapPutTest.scalaAnyRef#isPresized=false&loadFactor=0.75&size=5500000,0,"(1.0734709365210107, 1.2246177942429686)"
