project,benchmark,params,warmupTime,measurementTime,warmupIterations,measurementIterations,forks,warmupTimeSec,measurementTimeSec,warmupIterationsTime,measurementIterationsTime,forkTime,time
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS2,NEED_TO_ENLARGE=2&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap,NEED_TO_ENLARGE=1&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2,NEED_TO_ENLARGE=1&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2,NEED_TO_ENLARGE=2&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.CoordPackerBenchmark.doPack,,10 s,10 s,5,3,1,10.0,10.0,50.0,30.0,80.0,80.0
yellowstonegames/SquidLib,squidpony.performance.HashBenchmark.BenchmarkState.measurePointHash6D,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
yellowstonegames/SquidLib,squidpony.performance.WorldBenchmark.measureFast,,5 s,5 s,5,5,1,5.0,5.0,25.0,25.0,50.0,50.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap,NEED_TO_ENLARGE=0&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap2,NEED_TO_ENLARGE=2&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerSquidOS,NEED_TO_ENLARGE=1&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2,NEED_TO_ENLARGE=0&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.RNGBenchmark.measureXoRoR,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertStringLinkedHashMap,NEED_TO_ENLARGE=0&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertStringSquidMildOM2,NEED_TO_ENLARGE=2&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerSquidDefaultOS3,NEED_TO_ENLARGE=0&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
yellowstonegames/SquidLib,squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOM2,NEED_TO_ENLARGE=2&SIZE=65536,10 s,10 s,6,4,1,10.0,10.0,60.0,40.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.defaultRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType2,,3 s,3 s,2,5,1,3.0,3.0,6.0,15.0,21.0,21.0
zalando/logbook,org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType4,,3 s,3 s,2,5,1,3.0,3.0,6.0,15.0,21.0,21.0
zalando/logbook,org.zalando.logbook.LogbookBenchmark.noop,,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType1,,3 s,3 s,2,5,1,3.0,3.0,6.0,15.0,21.0,21.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.autoconfigurationResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.replace2xRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.LogbookBenchmark.plain,,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.autoconfigurationRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.replace1xResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.replace2xResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.jsonResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.LogbookBenchmark.json,,10 s,10 s,2,5,1,10.0,10.0,20.0,50.0,70.0,70.0
zalando/logbook,org.zalando.logbook.json.JsonMediaTypeBenchmark.contentType3,,3 s,3 s,2,5,1,3.0,3.0,6.0,15.0,21.0,21.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.replace1xRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.fastJsonRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HeaderBenchmark.replace2xResponseShopify,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.defaultResponse,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
zalando/logbook,org.zalando.logbook.HttpLogFormatterBenchmark.jsonRequest,,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
