project,benchmark,params,warmupTime,measurementTime,warmupIterations,measurementIterations,forks,warmupTimeSec,measurementTimeSec,warmupIterationsTime,measurementIterationsTime,forkTime,time
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramRecordingBench.rawConcurrentRecordingSpeed,,1 s,1 s,5,5,5,1.0,1.0,5.0,5.0,10.0,50.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=case1&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=case2&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=case3&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=longestjHiccupLine&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=sparsed1&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=sumOfjHiccupLines&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=case2&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=sparsed2&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=case3&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=sparsed1&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=shortestjHiccupLine&numberOfSignificantValueDigits=3,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.skinnyEncodeIntoCompressedByteBuffer,latencySeriesName=case3&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.roundtripCompressed,latencySeriesName=cubic&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
HdrHistogram/HdrHistogram,bench.HdrHistogramEncodingBench.encodeIntoCompressedByteBuffer,latencySeriesName=case3&numberOfSignificantValueDigits=2,1 s,1 s,5,5,3,1.0,1.0,5.0,5.0,10.0,30.0
JCTools/JCTools,org.jctools.jmh.collections.SetOps.contains,keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,1 s,1 s,3,5,5,1.0,1.0,3.0,5.0,8.0,40.0
JCTools/JCTools,org.jctools.jmh.latency.MpqBurstCost.burstCost,burstSize=100&consumerCount=1&qCapacity=132000&qType=SpscArrayQueue&warmup=true,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,burstSize=100&qType=SpscArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.baseline.SingleThreadedPoll.poll,qType=MpscArrayQueue,1 s,1 s,3,5,5,1.0,1.0,3.0,5.0,8.0,40.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.alignedPrimitiveArgsBaseline,limit=128000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.QueueBurstCost.burstCost,burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,limit=128000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,burstSize=1&qType=SpmcArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.twoMixedLengthPrimitiveArgsBaseline,limit=128000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,burstSize=10&qType=MpscArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,burstSize=1&qType=MpscArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.spsc.MpqRelaxedBurstCost.burstCost,burstSize=1000&qType=MpscArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.QueueBurstCost.burstCost,burstSize=100&consumerCount=1&qCapacity=132000&qType=MpmcArrayQueue&warmup=true,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.unalignedPrimitiveArgsBaseline,limit=128000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.latency.MpqBurstCost.burstCost,burstSize=100&consumerCount=1&qCapacity=132000&qType=SpmcArrayQueue&warmup=true,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.oneReferenceArgBaseline,limit=1,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.spsc.SpscProxyChannelBenchmark.tenMixedArgsBaseline,limit=128000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.jmh.collections.SetOps.add,keyBound=2048&occupancy=512&size=1024&type=java.util.HashSet,1 s,1 s,3,5,5,1.0,1.0,3.0,5.0,8.0,40.0
JCTools/JCTools,org.jctools.jmh.baseline.QueueOfferPoll.offerAndPollLoops,burstSize=1&qCapacity=132000&qType=SpscArrayQueue,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
JCTools/JCTools,org.jctools.channels.mpsc.MpscProxyChannelBenchmark.oneReferenceArgBaseline,limit=10000,1 s,1 s,10,10,5,1.0,1.0,10.0,10.0,20.0,100.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.CallableAsyncPerf.pipelineCompletable,,10 s,5 s,5,5,1,10.0,5.0,50.0,25.0,75.0,75.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.StrictPerf.internal,count=1&cpu=100,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated,count=1000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,items=1000&maxConcurrency=8&work=1,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated,count=100,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlattenRangePerf.observable,times=1000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,items=10000&maxConcurrency=128&work=10,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybePerf.flowablePlain,count=1000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated,count=1000000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.ObservableConcatMapCompletablePerf.observablePlain,count=1,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.ObservableFlatMapCompletablePerf.observableConvert,count=100000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.parallel.ParallelPerf.groupBy,compute=100&count=10000&parallelism=3,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,items=1000000&maxConcurrency=1&work=10,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlattenCrossMapPerf.flowable,times=1000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.XMapYPerf.obsFlatMapIterableAsObs1,times=10000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert,count=10000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapMaybeAsFlow0,times=100000,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable,items=1000000&maxConcurrency=32&work=100,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.xmapz.FlowableSwitchMapSinglePerf.flowableConvert,count=10,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
ReactiveX/RxJava,io.reactivex.rxjava3.core.XMapYPerf.flowFlatMapFlowable0,times=10,10 s,1 s,5,5,1,10.0,1.0,50.0,5.0,55.0,55.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator,bufferSize=128&dirtiness=0.1&keys=512&runniness=0.5,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.combinedcardinality.CombinedCardinalityBenchmark.orCardinalityBaseline,scenario=SHIFTED,10 s,10 s,5,5,1,10.0,10.0,50.0,50.0,100.0,100.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.bithacking.UnsignedVSFlip.flipTimeAvg,key=65,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate,bufferSize=256&dirtiness=0.1&keys=128&runniness=0.25,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate,bufferSize=256&dirtiness=0.5&keys=256&runniness=0.5,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate,bufferSize=128&dirtiness=0.5&keys=512&runniness=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate,bufferSize=512&dirtiness=0.1&keys=2096&runniness=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.aggregation.andnot.worstcase.Roaring64BitmapBenchmark.inplace_andNot,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate,bufferSize=64&dirtiness=0.25&keys=2096&runniness=0.25,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.equals.EqualsBenchmark.arrayVsArrayEquals,firstMismatch=0.1&size=2000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.cardinality64.Cardinality64Benchmark.getCardinalityWithoutCache_Small,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BitmapIteratorBenchmark.forwardsBuffer,density=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.writer.WriteSequential.incrementalUseOrderedWriter,randomness=0.5&scenario=SPARSE&size=100000,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterateAsIntIterator,bufferSize=64&dirtiness=0.5&keys=8&runniness=0.5,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate,bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate,bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate,bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate,bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.serialization.SerializationBenchmark.testSerialize,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
RoaringBitmap/RoaringBitmap,org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate,bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark,alignSize=1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark,alignSize=2,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark,numThreads=1,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark,numThreads=5,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark,alignSize=3,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.loadValidityBufferAllOne,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.getNullCountBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferIntVector,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.BitVectorHelperBenchmarks.allBitsNullBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.VariableWidthVectorBenchmarks.getValueCapacity,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.Float8Benchmarks.copyFromBenchmark,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/arrow,org.apache.arrow.vector.BaseValueVectorBenchmarks.testComputeCombinedBufferSize,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.CaseInsensitiveMapTest.camelMapComplexCase,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.FastTypeConverterTest.typeConvertByteBufToArray,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkSlow,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToInputStream,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionIntToLong,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.SimpleExpressionTest.simpleExpression,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertTheSameTypes,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToDocument,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.SimpleMockPlaceholderTest.simpleMockPlaceholderTest,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.CaseInsensitiveMapTest.hashMapComplexCase,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertStringToByteArray,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.SlowTypeConverterTest.typeConvertByteBufToArray,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.SimpleMockTest.simpleMockTest,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFast,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.SimpleOperatorTest.simplePredicate,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.LoadTypeConvertersTest.load,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.converter.ConverterBenchmarkTest.benchmarkConversionStringToChar,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertInputStreamToString,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.TypeConverterTest.typeConvertByteArrayToString,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/camel,org.apache.camel.itest.jmh.NormalizeUriTest.benchmarkFastSorted,,10 s,10 s,5,5,5,10.0,10.0,50.0,50.0,100.0,500.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=stddev_pop&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=min&dataType=timestamp&evalMode=PARTIAL1&hasNulls=false&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=stddev_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=avg&dataType=double&evalMode=PARTIAL1&hasNulls=false&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=max&dataType=string&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=var_pop&dataType=double&evalMode=COMPLETE&hasNulls=false&isRepeating=false&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=max&dataType=string&evalMode=FINAL&hasNulls=false&isRepeating=true&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=stddev_pop&dataType=bigint&evalMode=PARTIAL1&hasNulls=true&isRepeating=true&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=sum&dataType=bigint&evalMode=PARTIAL2&hasNulls=true&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=variance&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=GLOBAL,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=max&dataType=double&evalMode=PARTIAL1&hasNulls=true&isRepeating=false&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
apache/hive,org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorOptimizedBench.bench,,1 s,1 ms,5,1,1,1.0,0.001,5.0,0.001,5.001,5.001
apache/hive,org.apache.hive.benchmark.storage.ColumnarStorageBench.write,format=orc,1 s,1 s,20,20,10,1.0,1.0,20.0,20.0,40.0,400.0
apache/hive,org.apache.hive.benchmark.vectorization.operators.VectorGroupByOperatorBench.testAggCount,aggregation=stddev_samp&dataType=double&evalMode=COMPLETE&hasNulls=true&isRepeating=true&processMode=HASH,1 s,1 s,5,5,1,1.0,1.0,5.0,5.0,10.0,10.0
