benchmark,fork,classification,steady_state_starts,technique,last_warmup_it,last_measure_it,timewaste,interval
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=500&numOfVertices=10000,1,steady state,166,Ci,49,59,-175.50435942400009,"(1.0136780149116436, 1.0454687648621666)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=50&numOfVertices=10000,0,steady state,1911,Ci,395,475,-203.60370585599938,"(0.9761767350457671, 1.0009267013122578)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=50&numOfVertices=10000,1,steady state,96,Ci,418,498,40.233074687999945,"(1.0252266878734422, 1.0304542764504097)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=50&numOfVertices=10000,2,steady state,35,Ci,399,479,47.93145753600003,"(1.0314107633762273, 1.0364336212537248)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=50&numOfVertices=10000,3,steady state,34,Ci,393,473,48.90322534400002,"(0.9972106676678602, 1.0151696134751518)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.DeltaSteppingShortestPathPerformance.testDijkstraGnm#edgeDegree=50&numOfVertices=10000,4,steady state,0,Ci,387,467,54.15619788799999,"(0.9953253878664966, 1.004431917616712)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,0,steady state,1,Ci,406,486,54.06661017600003,"(0.9943111431436196, 1.0307104957420474)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,1,steady state,40,Ci,404,483,49.07047321600003,"(1.014835515803354, 1.0386058968248049)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,2,steady state,184,Ci,405,485,29.822506325333332,"(0.9822578380931287, 0.9933105719522481)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,3,steady state,37,Ci,400,480,49.05275665066669,"(0.9879865914932467, 1.014687204427446)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testEppsteinKShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,4,steady state,222,Ci,411,491,25.55484569600004,"(0.9889588248590316, 1.0183775245373712)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,0,steady state,109,Ci,148,179,14.331412480000019,"(0.9855909858129536, 1.031535752983615)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,1,steady state,9,Ci,148,178,51.464634368000034,"(1.0035557894269338, 1.0446151800248626)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,2,steady state,647,Ci,149,179,-181.16666982399994,"(1.0000161687855953, 1.0453863993499888)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,3,steady state,234,Ci,148,178,-31.461474304000006,"(1.0405859863680853, 1.0787755542728648)"
jgrapht__jgrapht#org.jgrapht.perf.shortestpath.KShortestPathsPerformance.testSuurballeKDisjointShortestPaths#k=50&n=100&numberOfQueries=20&p=0.3,4,steady state,535,Ci,148,178,-142.64827904000003,"(1.008794126069374, 1.0578061049480054)"
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8,0,steady state,1,Ci,499,599,49.800066399239135,"(0.9725662569988773, 0.9831758680406746)"
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8,1,steady state,22,Ci,499,599,47.70005893476824,"(1.0024970525487211, 1.0433136041958222)"
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8,2,steady state,19,Ci,499,599,48.00006737385983,"(0.9746955265266187, 1.124683210497146)"
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8,3,steady state,1,Ci,499,599,49.80007091602756,"(1.0083073303315528, 1.1802120516044594)"
netty__netty#io.netty.buffer.AbstractByteBufGetCharSequenceBenchmark.getCharSequence#bufferType=COMPOSITE&charsetName=US-ASCII&size=8,4,steady state,9,Ci,499,599,49.00007633898571,"(0.9409828575773248, 1.1492410330384795)"
netty__netty#io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong#bufferType=SMALL_CHUNKS&size=1024000,0,steady state,1832,Ci,499,599,-133.30099265038567,"(0.958604932997265, 0.9712387328415841)"
netty__netty#io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong#bufferType=SMALL_CHUNKS&size=1024000,1,steady state,1777,Ci,499,599,-127.8009580603117,"(0.9648213375052733, 0.9764687747377546)"
netty__netty#io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong#bufferType=SMALL_CHUNKS&size=1024000,2,steady state,1797,Ci,499,599,-129.80094748583875,"(0.9642235897468833, 0.9709170010366476)"
netty__netty#io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong#bufferType=SMALL_CHUNKS&size=1024000,3,steady state,850,Ci,499,599,-35.1002655127692,"(0.9502383008366558, 0.9628434919251877)"
netty__netty#io.netty.buffer.CompositeByteBufRandomAccessBenchmark.setGetLong#bufferType=SMALL_CHUNKS&size=1024000,4,steady state,2031,Ci,499,599,-153.2011448807254,"(0.9418955618432165, 0.9510873752342868)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true,0,steady state,743,Ci,499,599,-24.400047138421165,"(1.0691805476247471, 1.1725365911370749)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true,1,steady state,486,Ci,499,599,1.3000114734687642,"(0.9381401429546267, 0.999595210121394)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true,2,steady state,192,Ci,499,599,30.700051798268046,"(0.9585403470039995, 0.9789511744711719)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true,3,steady state,698,Ci,499,599,-19.900035109619175,"(0.9913265146548759, 2.189119441194891)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1024&pooled=true,4,steady state,294,Ci,499,599,20.500031888232765,"(1.0289258405016772, 1.2597543219881164)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true,0,steady state,340,Ci,499,599,15.90003460795409,"(0.9579038752778941, 0.9849311468426915)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true,1,steady state,2,Ci,499,599,49.7001403673325,"(0.9661583560379273, 1.031386771749309)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true,2,steady state,533,Ci,499,599,-3.4000101906666416,"(1.0076356251828391, 1.04244019996748)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true,3,steady state,453,Ci,499,599,4.600011096996219,"(0.9707533617431153, 0.987180847959722)"
netty__netty#io.netty.handler.codec.http2.Http2FrameWriterDataBenchmark.newWriter#padding=100&payloadSize=1048576&pooled=true,4,steady state,285,Ci,499,599,21.40005317403793,"(0.9782421651872809, 1.032112048780152)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,0,steady state,1,Ci,499,599,49.80001550931627,"(0.9965085779223255, 1.0137803362794962)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,1,steady state,1,Ci,499,599,49.8000135533624,"(0.9941173449104183, 1.0222113023901311)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,2,steady state,1,Ci,499,599,49.80001519428884,"(0.9790891813682039, 0.9927251468412746)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,3,steady state,1,Ci,499,599,49.800018540418634,"(0.9817387675871527, 1.0017662010087764)"
netty__netty#io.netty.handler.codec.mqtt.MqttConnectReturnCodeBench.getViaSwitch#,4,steady state,2,Ci,499,599,49.700014830666454,"(0.9971492365627866, 1.011665448420786)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledDirectAllocAndFree#size=01024,0,steady state,1,Ci,499,599,49.80005622181409,"(0.988833727222727, 1.0045739518412613)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledDirectAllocAndFree#size=01024,1,steady state,1,Ci,499,599,49.800059406773244,"(0.9215944651625534, 1.0111552419503236)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledDirectAllocAndFree#size=01024,2,no steady state,2548,Ci,499,599,-204.90024837162593,"(1.0654633801228888, 1.0784576304374596)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledDirectAllocAndFree#size=01024,3,no steady state,2668,Ci,499,599,-216.90024421007666,"(1.0955191654050034, 1.1064850274166995)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledDirectAllocAndFree#size=01024,4,no steady state,2825,Ci,499,599,-232.60025842585188,"(1.1216557811126913, 1.135382664022185)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536,0,steady state,307,Ci,499,599,19.200039168061288,"(0.9926172369327939, 1.0031412669236548)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536,1,steady state,509,Ci,499,599,-1.0000024377848433,"(0.9916526075303922, 1.0027109440127244)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536,2,steady state,318,Ci,499,599,18.10003196338741,"(0.9983916113686808, 1.004472812749619)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536,3,steady state,3,Ci,499,599,49.600095577668924,"(0.9876402733547267, 0.9920466501754537)"
netty__netty#io.netty.microbench.buffer.ByteBufAllocatorBenchmark.defaultPooledHeapAllocAndFree#size=65536,4,steady state,3,Ci,499,599,49.60010066271606,"(0.9870916969952203, 0.9951682093813657)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,0,steady state,2243,Ci,499,599,-174.40006053457452,"(0.9929308470692491, 1.0036731378736061)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,1,steady state,1,Ci,499,599,49.80001689765026,"(1.0097451355390306, 1.024100404336147)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,2,steady state,2,Ci,469,569,46.700014620304486,"(0.9730071074546697, 0.984114441480189)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,3,steady state,0,Ci,379,479,37.900014201855065,"(0.9936587247128239, 0.9994042336082365)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=false&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=128,4,steady state,0,Ci,179,279,17.90000612729509,"(1.002089041199677, 1.0124669258326795)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO,0,steady state,0,Ci,219,319,21.90002658565202,"(0.9989553803109363, 1.0049232770880017)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO,1,steady state,24,Ci,499,599,47.500059027203925,"(0.9866882427070192, 1.004013759016535)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO,2,steady state,1,Ci,239,339,23.800029099446164,"(0.9961588882192836, 0.9998264350970634)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO,3,steady state,0,Ci,339,439,33.900037942752505,"(1.001324281945467, 1.0053777885387345)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpIterate#exampleHeader=TWENTYTWO,4,steady state,0,Ci,289,389,28.900034433028043,"(1.0003574081165323, 1.0061228804283366)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=true&directByteBuff=false&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=36,0,steady state,1,Ci,499,599,49.80001595476587,"(1.000179681714012, 1.0218616516131294)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=true&directByteBuff=false&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=36,1,steady state,271,Ci,499,599,22.800007305562204,"(0.9975471418690227, 1.0031052080184761)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=true&directByteBuff=false&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=36,2,steady state,1662,Ci,499,599,-116.30003613520597,"(0.9941445905249443, 1.0035452952452497)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=true&directByteBuff=false&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=36,3,steady state,0,Ci,499,599,49.90001769205624,"(0.9963060993207394, 0.9995967217887712)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=false&alignedCopyByteBuffer=true&directByteBuff=false&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=36,4,steady state,1,Ci,499,599,49.800015992300196,"(0.9930690792466819, 1.0002688907519532)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36,0,steady state,0,Ci,499,599,49.90001669966456,"(0.9936707785024441, 1.004167089022547)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36,1,steady state,0,Ci,329,429,32.900009833828804,"(0.9865787035977868, 1.0106246577182758)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36,2,steady state,1,Ci,409,509,40.800011182671106,"(0.9907118852506371, 1.00548165163545)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36,3,steady state,0,Ci,499,599,49.90001633435118,"(0.9850646631831577, 0.9940167505102776)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=false&directByteBuff=false&directByteBuffer=false&nativeOrderByteBuffer=false&pooledByteBuf=false&readonlyByteBuffer=false&size=36,4,steady state,1,Ci,499,599,49.800016964315894,"(0.9904478314788234, 1.0046467379969775)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,0,steady state,0,Ci,319,419,31.900010000769615,"(0.9903247674192716, 1.0113618750077802)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,1,steady state,0,Ci,399,499,39.90001265617552,"(0.9840074641202416, 0.9969513101912649)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,2,steady state,0,Ci,499,599,49.90001768904373,"(0.9941412870694751, 1.0017040525552172)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,3,steady state,1,Ci,499,599,49.80001789991259,"(0.9952668249270489, 1.0158586658373112)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=false&nativeOrderByteBuffer=true&pooledByteBuf=true&readonlyByteBuffer=false&size=7,4,steady state,0,Ci,499,599,49.90001815474939,"(0.9979416376683204, 1.0059596981855417)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7,0,steady state,1,Ci,499,599,49.8000143497547,"(0.9958197980134595, 1.0164960688880496)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7,1,steady state,0,Ci,249,349,24.900008482112806,"(0.9876245259009799, 0.9960915947016389)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7,2,steady state,0,Ci,499,599,49.900017906835764,"(0.9977333324848219, 1.0050616645789476)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7,3,steady state,1,Ci,499,599,49.80001882176624,"(0.9989546832993496, 1.0138456807551908)"
netty__netty#io.netty.microbench.buffer.ByteBufCopyBenchmark.setBytes#alignedCopyByteBuf=true&alignedCopyByteBuffer=true&directByteBuff=true&directByteBuffer=true&nativeOrderByteBuffer=false&pooledByteBuf=true&readonlyByteBuffer=true&size=7,4,steady state,0,Ci,499,599,49.90001563418074,"(0.9926447695047651, 1.0011013254503527)"
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8,0,steady state,342,Ci,499,599,15.700006617381604,"(0.9458876822484897, 0.9886967942949793)"
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8,1,steady state,174,Ci,499,599,32.500014437504184,"(0.9702614929620668, 0.9908640167425727)"
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8,2,steady state,426,Ci,499,599,7.300003205751175,"(0.9296995132980733, 0.9954995085507337)"
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8,3,steady state,715,Ci,499,599,-21.600010159403354,"(0.9403694074391721, 1.0100032152501373)"
netty__netty#io.netty.microbench.buffer.ByteBufUtilBenchmark.decodeStringAscii#direct=true&length=8,4,steady state,161,Ci,499,599,33.800016730527645,"(1.023203714356177, 1.1053105792014963)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,0,steady state,0,Ci,499,599,49.90068759590004,"(0.9716990952671354, 1.002530887736983)"
netty__netty#io.netty.microbench.headers.HeadersBenchmark.httpAddAllFast#exampleHeader=TWENTYTWO,1,steady state,129,Ci,499,599,37.0004801265996,"(0.965042232177793, 0.9835708355538995)"
netty__netty#io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOld#value=netty,0,steady state,1516,Ci,499,599,-101.70006025777613,"(0.9469027934870307, 0.9957928494289937)"
netty__netty#io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOld#value=netty,1,steady state,182,Ci,499,599,31.700017780640433,"(0.9798552953885841, 1.1318536302321913)"
netty__netty#io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOld#value=netty,2,steady state,187,Ci,499,599,31.200019455000213,"(0.9574378108862399, 1.0657290618303337)"
netty__netty#io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOld#value=netty,3,steady state,2472,Ci,499,599,-197.30011281835985,"(0.9983438000058528, 1.046867942533896)"
netty__netty#io.netty.microbench.internal.EscapeCsvBenchmark.escapeCsvOld#value=netty,4,steady state,0,Ci,499,599,49.9000336550451,"(0.8451535305132314, 0.969904848867542)"
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000,0,no steady state,2638,Ci,499,599,-213.90007238945006,"(0.9374947150775237, 1.1832707524574828)"
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000,1,steady state,0,Ci,499,599,49.90001680763294,"(0.9143996001945183, 1.0993437072873176)"
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000,2,steady state,1330,Ci,499,599,-83.10002463351839,"(0.927885309002653, 1.2250826258168932)"
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000,3,steady state,2479,Ci,499,599,-198.0000611031536,"(0.92712666772708, 1.113517229114509)"
netty__netty#io.netty.microbenchmark.common.AppendableCharSequenceBenchmark.appendCheckBeforeCopy#charsInitSize=64&simulatedDataSize=10000,4,steady state,152,Ci,499,599,34.700010193435446,"(0.9282644828199559, 1.1041547750754634)"
netty__netty#io.netty.microbenchmark.common.AsciiStringBenchmark.hashCodeBenchBytesOld#size=100,0,steady state,0,Ci,229,329,22.900022433310685,"(1.005402911952918, 1.0110258914687102)"
netty__netty#io.netty.microbenchmark.common.AsciiStringBenchmark.hashCodeBenchBytesOld#size=100,1,steady state,0,Ci,319,419,31.900028218286522,"(1.009701084577869, 1.0160514422125715)"
netty__netty#io.netty.microbenchmark.common.AsciiStringBenchmark.hashCodeBenchBytesOld#size=100,2,steady state,1,Ci,149,249,14.800014193556633,"(0.999206250168842, 1.0049613344414428)"
netty__netty#io.netty.microbenchmark.common.AsciiStringBenchmark.hashCodeBenchBytesOld#size=100,3,steady state,0,Ci,209,309,20.900019437870146,"(0.998041296401104, 1.0028200446953346)"
netty__netty#io.netty.microbenchmark.common.AsciiStringBenchmark.hashCodeBenchBytesOld#size=100,4,steady state,0,Ci,249,349,24.900023979884672,"(0.997516698549828, 1.0006170183935224)"
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1,0,steady state,0,Ci,499,599,49.90009408569601,"(0.9083352042079309, 0.9978071736057994)"
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1,1,steady state,1135,Ci,499,599,-63.60012088550971,"(0.9910853073263574, 2.057378287278907)"
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1,2,steady state,379,Ci,499,599,12.00002074914456,"(0.9458957598953128, 0.9823765035881803)"
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1,3,steady state,44,Ci,499,599,45.500083821806015,"(0.9222232538466822, 1.077302349240559)"
netty__netty#io.netty.microbenchmark.common.IsValidIpV6Benchmark.isValidIpV6AddressOld#ip=0:0:0:0:0:0:10.0.0.1,4,steady state,462,Ci,499,599,3.70000721397426,"(0.9313156285330373, 0.9765036949208749)"
netty__netty#io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMap#keyCount=8,0,steady state,2,Ci,499,599,49.70001487017506,"(1.0007828817958688, 1.0100126991116796)"
netty__netty#io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMap#keyCount=8,1,steady state,1,Ci,499,599,49.80001813167111,"(0.979664643203671, 0.9921964672150249)"
netty__netty#io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMap#keyCount=8,2,steady state,0,Ci,499,599,49.90001702709142,"(0.9861389025436603, 0.9998649322193081)"
netty__netty#io.netty.util.DefaultAttributeMapBenchmark.hasAttributeIdentityHashMap#keyCount=8,3,steady state,2,Ci,499,599,49.70001490224128,"(0.9900461795859118, 1.0016041100492108)"
