benchmark,fork,classification,steady_state_starts,technique,last_warmup_it,last_measure_it,timewaste,interval
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSet#size=100000,8,steady state,1278,Dev,4,14,-127.40032338643633,"(1.3938566802028711, 1.5208265450015637)"
hazelcast__hazelcast#com.hazelcast.internal.util.collection.OAHashSetBenchmark.remove_java_HashSet#size=100000,9,steady state,50,Dev,4,14,-4.600015939631314,"(1.4366848164014787, 1.5490341051371896)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,0,steady state,712,Dev,199,699,-51.306263914705056,"(1.0945741636544166, 1.1334358587173996)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,1,steady state,267,Dev,199,699,-6.800761135678595,"(1.0170620947148565, 1.0491788153165653)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,2,steady state,2481,Dev,199,699,-228.2270549928121,"(1.0460710057759024, 1.0785541849640103)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,3,steady state,513,Dev,199,699,-31.403861214518447,"(1.0190962865400517, 1.0469313104750344)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,4,steady state,624,Dev,199,699,-42.505694295436,"(1.106857040793324, 1.1356633165769625)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,5,steady state,12,Dev,199,699,18.702222565793573,"(0.9977744764267129, 1.0231156941874189)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,6,steady state,537,Dev,199,699,-33.804270794405944,"(1.037910433013531, 1.0647950370516612)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,7,steady state,2255,Dev,199,699,-205.62500342617028,"(1.0896048951500454, 1.1329942292752038)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,8,steady state,305,Dev,199,699,-10.601412438327593,"(1.014114126617577, 1.0416124641860909)"
hazelcast__hazelcast#com.hazelcast.projection.QueryBenchmark.testSuppression#,9,steady state,161,Dev,199,699,3.8004524799389756,"(1.0011201940164427, 1.0181463136591429)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,0,steady state,45,Dev,499,999,45.55246527606896,"(0.9849860308470065, 0.9929633555189433)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,1,steady state,17,Dev,499,999,48.35646694765704,"(0.9930434056628409, 1.0021987644819075)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,2,steady state,20,Dev,499,999,48.07981220194296,"(0.9676489588401818, 1.0087569885507695)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,3,steady state,25,Dev,499,999,47.54988740098664,"(0.9952130024842285, 1.0077316267580514)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,4,steady state,7,Dev,499,999,49.36455203778715,"(0.9914349456386361, 1.013952106315755)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,5,steady state,30,Dev,499,999,47.04795341129979,"(0.9985742390393233, 1.009625200551929)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,6,steady state,20,Dev,499,999,48.05785231787567,"(0.9909154419852562, 1.0026041877442762)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,7,steady state,56,Dev,499,999,44.44566934841569,"(0.994579792192239, 1.012199272735728)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,8,steady state,7,Dev,499,999,49.36407092943381,"(0.9946919713074197, 1.0058786592807754)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.BitmapIndexQueriesBenchmark.hashQueriesAnd#,9,steady state,112,Dev,499,999,38.822714213480424,"(0.9853065808404163, 0.9967203752808346)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,0,steady state,978,Dev,499,999,-47.900017713829385,"(1.0453642496423317, 1.0632341219292842)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,1,steady state,0,Dev,499,999,49.90001894245504,"(0.9756437761329947, 1.1046957707270337)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,2,steady state,1185,Dev,499,999,-68.60002312293301,"(1.0961584680388463, 1.2309121790252273)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,3,steady state,1,Dev,499,999,49.80001868945636,"(0.9907399431688705, 1.021360059196622)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,4,steady state,1181,Dev,499,999,-68.20002375942161,"(1.0797046292492876, 1.1031911085480177)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,5,steady state,1,Dev,499,999,49.80001701254126,"(1.0102325661513787, 1.0262350211477511)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,6,steady state,261,Dev,499,999,23.800008675837333,"(1.0202324465184567, 1.0476059504051805)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,7,steady state,0,Dev,499,999,49.90001908329144,"(0.9832663006112411, 0.9989632241527127)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,8,steady state,0,Dev,499,999,49.900017957008934,"(1.0039978534339753, 1.0180231701010896)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetAddBenchmark.sequentialAdd_Roaring#,9,steady state,0,Dev,499,999,49.90002011748609,"(0.9679288075278863, 0.9990410883979347)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,0,steady state,1,Dev,499,999,49.800016237703595,"(0.9988046343112967, 1.0036211599398905)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,1,steady state,50,Dev,499,999,44.900013619591974,"(0.9963379487779174, 1.0008725314679041)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,2,steady state,1,Dev,499,999,49.800017155614974,"(0.9953024495542968, 1.000279418044822)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,3,steady state,63,Dev,499,999,43.600014318392724,"(0.994358658524762, 0.9985808310445338)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,4,steady state,0,Dev,499,999,49.90001664034038,"(0.9903853912923962, 1.0003723639281714)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,5,steady state,1,Dev,499,999,49.8000167806764,"(0.9991149277350999, 1.0053454975116674)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,6,steady state,1,Dev,499,999,49.800016105122964,"(0.9872056927761776, 0.9917996747664624)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,7,steady state,1,Dev,499,999,49.80001637144404,"(0.9970229059576724, 1.0027751757989747)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,8,steady state,1,Dev,499,999,49.80001621438024,"(0.9925664369240886, 0.997377354178486)"
hazelcast__hazelcast#com.hazelcast.query.impl.bitmap.SparseBitSetIterateBenchmark.iterateRoaring#,9,steady state,2,Dev,499,999,49.70001625846611,"(0.9993032339999567, 1.0062569799242576)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,0,steady state,1571,Dev,9,19,-156.22466512594562,"(0.9194447474414932, 0.9284062393917553)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,1,no steady state,2799,Dev,9,19,-279.02541832066936,"(0.5424174251930689, 0.5509067247427927)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,2,no steady state,2779,Dev,9,19,-277.02496639568244,"(0.5499918894429069, 0.5590725396910017)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,3,steady state,0,Dev,9,19,0.9001677347494069,"(0.996830733239849, 1.004164077113668)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,4,no steady state,2825,Dev,9,19,-281.62568202804243,"(0.5485279296449712, 0.5529770301088002)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,5,no steady state,2820,Dev,9,19,-281.1254537058512,"(0.5601166262719722, 0.5658761586915702)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,6,steady state,0,Dev,9,19,0.900185621993146,"(0.9665784661167718, 0.9806528246299087)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,7,steady state,0,Dev,9,19,0.9001423444391664,"(1.000192219130381, 1.00761677556146)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,8,no steady state,2791,Dev,9,19,-278.22525532025406,"(0.5577255546229763, 0.5659504592787371)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.clear_271#depth=10,9,no steady state,2816,Dev,9,19,-280.7259068215721,"(0.5512667925877206, 0.556455505875927)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,0,steady state,5,Dev,9,19,0.4000002513575682,"(0.9924759905485999, 1.1865009572555059)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,1,steady state,7,Dev,9,19,0.20000010180192906,"(0.9806944345713999, 1.1187569699661886)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,2,steady state,34,Dev,9,19,-2.5000025913051065,"(1.0229080402996675, 1.2271563669664227)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,3,steady state,4,Dev,9,19,0.500000341434865,"(0.9429447228636433, 3.4410681249139086)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,4,steady state,34,Dev,9,19,-2.5000016489106462,"(1.0042173421906326, 1.1774252510365917)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,5,steady state,2,Dev,9,19,0.700000501495792,"(0.9798681495287643, 1.0798895151148955)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,6,steady state,0,Dev,9,19,0.9000008911974943,"(0.9902604813126114, 1.1236374806796035)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,7,steady state,0,Dev,9,19,0.9000007411889581,"(1.00825632472879, 1.282844642405467)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,8,steady state,1,Dev,9,19,0.8000005808639405,"(1.0627213474599198, 1.1124151914823803)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_1G#depth=16,9,steady state,1,Dev,9,19,0.8000007086360004,"(1.0297510250643986, 1.1351291283582996)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,0,steady state,1446,Dev,9,19,-143.70010167050262,"(1.1193653880772307, 1.4757507106679155)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,1,steady state,17,Dev,9,19,-0.8000008701070784,"(1.0769348446594784, 2.828936555768607)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,2,steady state,14,Dev,9,19,-0.5000003280749221,"(1.085843615406179, 1.3945403721608756)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,3,steady state,5,Dev,9,19,0.4000003619437801,"(1.0719697445043785, 1.1842484565890499)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,4,steady state,1,Dev,9,19,0.8000004755438711,"(1.1137710082811143, 3.6212407933564728)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,5,steady state,8,Dev,9,19,0.10000010261918435,"(1.0645082538935629, 1.1666841492791884)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,6,steady state,49,Dev,9,19,-4.000003230236966,"(1.159490356098816, 1.5296642087085228)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,7,steady state,337,Dev,9,19,-32.80002514828692,"(1.1326863747136748, 3.9694533493609407)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,8,steady state,1,Dev,9,19,0.8000004429547932,"(0.9361080684490779, 1.1138923817206725)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateAdd_heap_4G#depth=16,9,steady state,17,Dev,9,19,-0.8000008929326836,"(1.096503640272592, 2.6003350792682287)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,0,steady state,0,Dev,9,19,0.9000007871905364,"(0.8894352104721075, 1.0457975375791988)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,1,steady state,0,Dev,9,19,0.900000519007736,"(0.9924632898697643, 4.469167068281026)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,2,steady state,0,Dev,9,19,0.9000002942158191,"(0.8766176553439677, 1.0331054476118553)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,3,steady state,34,Dev,9,19,-2.5000020016029216,"(0.9863971109926712, 1.039387922737541)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,4,steady state,0,Dev,9,19,0.9000009219691368,"(0.9590402294937882, 1.056825256533139)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,5,steady state,0,Dev,9,19,0.9000008123452925,"(0.9685408540705214, 1.010656716139575)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,6,steady state,24,Dev,9,19,-1.500001004756223,"(0.9699142626445945, 1.0112073947539382)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,7,steady state,0,Dev,9,19,0.9000009250835822,"(0.9074864156618565, 1.1149676071338008)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,8,no steady state,2518,Dev,9,19,-250.90018407867763,"(0.9568152171660421, 1.0321834288124208)"
hazelcast__hazelcast#com.hazelcast.wan.impl.merkletree.ArrayMerkleTreeBenchmark.updateReplace#depth=16,9,steady state,1603,Dev,9,19,-159.40011263372438,"(1.002591943075418, 1.1627690168971458)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,0,steady state,114,Dev,199,399,8.50000225023687,"(1.0021081429531793, 1.0134086758320302)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,1,steady state,2396,Dev,199,399,-219.70005938610004,"(1.0369209357019442, 1.0516484079642334)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,2,no steady state,2731,Dev,199,399,-253.20007093569623,"(1.0151126135502933, 1.0281767457854747)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,3,no steady state,2806,Dev,199,399,-260.7000775597708,"(1.0439634180897135, 1.0571539047085112)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,4,steady state,0,Dev,199,399,19.900006190226197,"(1.0110793892528787, 1.0245140422657428)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,5,steady state,1,Dev,199,399,19.800005982147766,"(0.996665264027031, 1.0095744424968067)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,6,steady state,1,Dev,199,399,19.800005696732082,"(1.0297108290158918, 1.0463454071544656)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,7,no steady state,2800,Dev,199,399,-260.10007234662277,"(1.0172568493042784, 1.0303392536004141)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,8,steady state,1,Dev,199,399,19.800005771547266,"(0.9949734089935002, 1.0061343495731376)"
imglib__imglib2#net.imglib2.converter.RealTypeConvertersBenchmark.converter#srcType=DoubleType&targetType=DoubleType,9,steady state,0,Dev,199,399,19.900006164158683,"(1.0170957983025224, 1.0306484752523832)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,0,steady state,0,Dev,199,399,20.235706368000002,"(1.0066069559322768, 1.0083198305954992)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,1,steady state,0,Dev,199,399,20.008535679999998,"(1.0027535280545044, 1.0049011741253524)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,2,steady state,6,Dev,199,399,19.393667072,"(1.0114222483144293, 1.012657468450085)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,3,steady state,0,Dev,199,399,20.211553151999997,"(0.999490899418576, 1.001012030293901)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,4,steady state,0,Dev,199,399,20.25982668800001,"(1.009454414290347, 1.0104068529319488)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,5,steady state,6,Dev,199,399,19.41908287999999,"(1.0046446073001891, 1.007689792922706)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,6,steady state,0,Dev,199,399,20.037502848000003,"(0.9991183736803428, 1.002254344028697)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,7,steady state,1,Dev,199,399,20.099297279999995,"(1.0068617028541726, 1.0082425567257798)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,8,steady state,0,Dev,199,399,20.078092287999993,"(0.9961189184517253, 0.9988150170317195)"
imglib__imglib2#net.imglib2.loops.ClassCopyProviderBenchmark.sumMinMax_using_ClassCopyProvider#,9,steady state,0,Dev,199,399,20.222483327999985,"(0.9937413884301299, 0.9964056114568328)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,0,no steady state,2678,Dev,3,11,-284.0214132053324,"(0.9598911900704017, 1.045849181386268)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,1,no steady state,2889,Dev,3,11,-307.80132169955516,"(1.0135125569933494, 1.1013300004383266)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,2,no steady state,2923,Dev,3,11,-302.8007599217794,"(0.9299807046528041, 1.0328627513971331)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,3,steady state,1087,Dev,3,11,-113.04792337066671,"(0.9843302800558063, 1.0694126173167744)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,4,no steady state,2957,Dev,3,11,-310.7391453866665,"(1.021046429757581, 1.10908985155025)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,5,steady state,849,Dev,3,11,-88.17351975822208,"(0.9828921525916653, 1.0676325015281498)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,6,no steady state,2787,Dev,3,11,-290.54154569955733,"(1.0181348155358012, 1.108878216808813)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,7,no steady state,2957,Dev,3,11,-312.2067649422242,"(1.0261366130491065, 1.1131821471206775)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,8,no steady state,2687,Dev,3,11,-279.54262289066725,"(0.9618228271998639, 1.0453883631544993)"
imglib__imglib2#net.imglib2.loops.LoopBuilderVsCursorsBenchmark.flatCopy#inputImage=ArrayImg&outputImage=ArrayImg,9,steady state,2311,Dev,3,11,-241.55582171428682,"(0.9800056380801836, 1.0659676939583405)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,0,steady state,0,Dev,3,11,0.30179328000000005,"(1.0068346633784924, 1.0275791007741575)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,1,steady state,0,Dev,3,11,0.30148608000000005,"(1.0046697659032502, 1.0248720123774817)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,2,steady state,0,Dev,3,11,0.300593152,"(1.0072280239679372, 1.0279360588690385)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,3,steady state,0,Dev,3,11,0.30153523200000004,"(1.0081658845991581, 1.027887983768416)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,4,steady state,0,Dev,3,11,0.30099046400000007,"(1.0042649376982773, 1.0241339905063678)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,5,steady state,0,Dev,3,11,0.30133452800000005,"(1.006895148135941, 1.0275306998904918)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,6,steady state,0,Dev,3,11,0.30056448,"(1.0073233224342062, 1.0271019808643491)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,7,steady state,0,Dev,3,11,0.30133452800000005,"(1.0067275357160532, 1.0266296702426383)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,8,steady state,0,Dev,3,11,0.30137139200000007,"(1.005600981860346, 1.0263287017067344)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_flatIterable#,9,steady state,0,Dev,3,11,0.3009945600000001,"(1.0085279305230694, 1.0283922601776478)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,0,steady state,400,Dev,3,11,-42.64593301610392,"(0.18911033727705398, 0.19301825027084557)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,1,steady state,158,Dev,3,11,-15.652753407999993,"(0.18824345775012588, 0.1922377688450848)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,2,steady state,400,Dev,3,11,-42.66622908708573,"(0.18932860267511648, 0.19319489696975414)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,3,steady state,400,Dev,3,11,-42.63104277942862,"(0.18945629092957408, 0.19142699304289162)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,4,steady state,400,Dev,3,11,-42.662600118857156,"(0.18918587994074781, 0.19311562063033624)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,5,steady state,400,Dev,3,11,-42.606577850181836,"(0.18914896303123174, 0.1931919720056133)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,6,steady state,400,Dev,3,11,-42.61730140159999,"(0.18892516322302766, 0.19292504654995365)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,7,steady state,400,Dev,3,11,-42.5658477714285,"(0.1876605404153908, 0.191794968881647)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,8,steady state,158,Dev,3,11,-15.663385298823526,"(0.1884890810883935, 0.19254773881935033)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_loopBuilder#,9,steady state,158,Dev,3,11,-15.655411712000006,"(0.1857765324458958, 0.19118690444760864)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView#,0,steady state,1550,Dev,3,11,-167.2138588160005,"(1.1255155233055258, 1.1489585075413336)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView#,1,steady state,1550,Dev,3,11,-167.15687526400094,"(1.1251624109452365, 1.1464038631791635)"
imglib__imglib2#net.imglib2.loops.LoopPerformanceBenchmark.copy_pairedView#,2,steady state,1551,Dev,3,11,-167.2676966400011,"(1.126222456726255, 1.1465034849572766)"
