benchmark,fork,ci
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,6,"(0.7314032670831903, 0.7342755888715812)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,7,"(0.7073363583551366, 0.7102048819038486)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,8,"(0.7076152494984688, 0.7106008303283755)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.1,9,"(0.7315123486876828, 0.7343524362493311)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,0,"(1.0087638862541406, 1.0233386454093512)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,1,"(1.0736211074260709, 1.0750276542616073)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,2,"(1.0393360888917613, 1.040515728594216)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,3,"(1.0612317810583656, 1.0625046563325913)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,4,"(1.00872655381792, 1.0240483501778908)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,5,"(1.071029956823224, 1.0724637019123313)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,6,"(1.0719708476121057, 1.0733191719612802)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,7,"(1.0654744107315142, 1.0669421344961871)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,8,"(1.063885882144447, 1.0652502076376296)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=512&dirtiness=0.1&keys=8192&runniness=0.1,9,"(1.0423501819047418, 1.0436300615992964)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,0,"(1.048273026756002, 1.0488023001296511)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,1,"(1.0425148823116193, 1.0430159147727038)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,2,"(1.0658435146817031, 1.0663647250122577)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,3,"(1.1072381689265962, 1.10771168277728)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,4,"(1.0457710194751748, 1.046326236129909)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,5,"(1.1150969210049027, 1.115654673213848)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,6,"(1.049740125714741, 1.0502601268554401)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,7,"(1.0474850078349944, 1.0480151050871351)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,8,"(1.0540832982614718, 1.0545911624598068)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.batchIterate#bufferSize=256&dirtiness=0.5&keys=16384&runniness=0.1,9,"(1.078338901014582, 1.0788602908415474)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,0,"(0.9500610718620383, 0.9517712936784049)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,1,"(0.9467586054779235, 0.9476520245181123)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,2,"(0.9524082284677857, 0.9530828879579467)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,3,"(0.945891834574824, 0.9466086880060786)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,4,"(0.9522662176102321, 0.9529173747536283)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,5,"(0.9458189843839568, 0.9464105368783167)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,6,"(0.9523397433583438, 0.9530808117006335)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,7,"(0.9443147346652859, 0.9449286118207121)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,8,"(0.9484167467194985, 0.9493402234435465)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=512&dirtiness=0.1&keys=4096&runniness=0.5,9,"(0.9506011060101222, 0.9514348291090725)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,0,"(3.3055593159045125, 3.4435946353424747)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,1,"(3.2565689563713116, 3.4644341196973865)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,2,"(3.405145000720431, 3.4385100024650166)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,3,"(3.428693246007828, 3.463954675526052)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,4,"(3.2243351136956275, 3.4455189875110537)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,5,"(3.224747550484991, 3.445229779863448)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,6,"(3.2318231290567203, 3.4406303097785287)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,7,"(3.4548760119005517, 3.4889424618983575)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,8,"(3.243623465617256, 3.4698446061303385)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.serialization.SerializationBenchmark.testSerialize#,9,"(3.4114526578559183, 3.446314156022046)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,0,"(1.1129192473794802, 1.114269754045761)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,1,"(1.101216366709116, 1.1020914157060853)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,2,"(1.0898853092531469, 1.0910587855504605)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,3,"(1.0923303727738827, 1.0934245486165828)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,4,"(1.115476810681501, 1.1162454020547228)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,5,"(1.0918673832918684, 1.0927387801875608)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,6,"(1.0933778248650592, 1.0943061882529828)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,7,"(1.1102156165840729, 1.1113344474327471)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,8,"(1.0916419203211338, 1.092586835861934)"
RoaringBitmap__RoaringBitmap#org.roaringbitmap.iteration.BatchIteratorBenchmark.iterate#bufferSize=256&dirtiness=0.5&keys=512&runniness=0.25,9,"(1.0913193452095749, 1.0923851015627177)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,0,"(1.0852723695131201, 2.9682015853346835)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,1,"(1.2424412374815126, 20.499860902898305)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,2,"(1.2727678627977015, 21.95076399197489)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,3,"(1.304416222102254, 23.10476673162354)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,4,"(1.2747885263682541, 21.068657439184694)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,5,"(1.205208604740622, 22.501994963274417)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,6,"(1.2881694274220388, 22.670218971624212)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,7,"(1.2302756791057738, 21.401853704994714)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,8,"(1.220996306460158, 22.936662324602835)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=1,9,"(1.2469715343048102, 20.71641071488071)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,0,"(6.076364606731637, 6.083935888320667)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,1,"(5.4876392198402435, 5.494744468739624)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,2,"(7.103234313854664, 7.112094794938652)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,3,"(1.183404076966462, 6.060264015302857)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,4,"(6.170661849399337, 6.1767700003182044)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,5,"(6.031266596414032, 6.0374795350403865)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,6,"(6.4054613738679835, 6.413179784649217)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,7,"(1.0941658292616046, 5.980036825558292)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,8,"(6.182204569340581, 6.19994659067953)"
apache__arrow#org.apache.arrow.memory.util.ArrowBufPointerBenchmarks.compareBenchmark#,9,"(1.1611901539233043, 5.883961686683144)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,0,"(1.2019007512474484, 1.60929035306787)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,1,"(1.3613594593180995, 1.67040407846736)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,3,"(1.2243388857013082, 1.8206993547059929)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,6,"(1.240294880565245, 1.5099581009058)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,7,"(1.0334102528966846, 1.1192020798031348)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,8,"(0.9902575263328799, 1.1751056478967339)"
apache__arrow#org.apache.arrow.vector.ipc.message.ArrowRecordBatchBenchmarks.createAndGetLength#,9,"(1.4020438098861518, 1.6466091669005458)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,1,"(1.064184904996525, 1.0649670733056282)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,2,"(1.0795585598858886, 1.080335912240939)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,3,"(1.0794855536405978, 1.0802409400651936)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,4,"(1.0688373609082666, 1.0696134445285315)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,5,"(1.0795923201859006, 1.080373260668729)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,6,"(1.073397091031211, 1.0741664969209423)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,7,"(1.0679310381996296, 1.0686992274380736)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,8,"(1.0616916243837726, 1.06243945723616)"
apache__arrow#org.apache.arrow.vector.Float8Benchmarks.readWriteBenchmark#,9,"(1.0490174288214433, 1.0498630726578055)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,0,"(1.2554016684349496, 227.8165767586814)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,1,"(1.212403483495281, 21.50566383392865)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,2,"(1.2061931541524977, 21.456034025269318)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,3,"(1.2169651781379127, 21.38444776587682)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,4,"(1.217307081206601, 23.18760755010194)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,5,"(1.2162783440572353, 21.285434907773148)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,6,"(1.1575823443243758, 17.55899728129208)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,7,"(1.2498761732152606, 21.680846415184057)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,8,"(1.1244991779667615, 15.74383412254482)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=2,9,"(1.176630355152827, 16.00225117015502)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,0,"(1.1197738631157943, 1.1265004281535442)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,1,"(1.1200287603881471, 1.126610009591583)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,2,"(1.0820262853195737, 1.0874970533482053)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,3,"(1.0816676327171948, 1.087212693661758)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,4,"(1.1198959158416062, 1.126550626801881)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,5,"(1.1198149908388122, 1.1265650789057613)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,6,"(1.1196945047383657, 1.126251696080375)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,7,"(1.1150096674048395, 1.121647446066679)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,8,"(1.1198294428296056, 1.126228023217059)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=1,9,"(1.119771890277042, 1.1264801710131322)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,0,"(1.1386531541315583, 2.4014230498899525)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,1,"(1.347161089556584, 3.8721012371351367)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,2,"(1.285113358151635, 3.681700974510112)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,3,"(1.0692108434591518, 1.2934460164839665)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,4,"(3.6431712691963223, 3.769967577278838)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,5,"(1.3485960312796, 3.4270178027945897)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,6,"(1.4158376039162999, 4.064087140993294)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,7,"(1.1070373224058283, 2.576258838647578)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,8,"(1.0904648297950283, 2.193038026777653)"
apache__arrow#org.apache.arrow.vector.util.TransferPairBenchmarks.splitAndTransferVarcharVector#,9,"(1.0789911489419066, 1.3047708211667224)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,0,"(1.310766428479599, 1.3111398687013616)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,1,"(1.3076793093701637, 1.3080450166589823)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,2,"(1.3341202931505327, 1.3344822890884012)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,3,"(1.3139735528651268, 1.314346645938791)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,4,"(1.2996260535165083, 1.2999895088133466)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,5,"(1.3318025519227168, 1.3321435831341741)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,6,"(1.3246049951460175, 1.3249841827168232)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,7,"(1.3040675385483937, 1.304433995634454)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,8,"(1.3060222176276237, 1.3063889108655953)"
apache__arrow#org.apache.arrow.vector.DecimalVectorBenchmarks.setBigEndianArrowBufBenchmark#,9,"(1.3084069975070354, 1.308783432401261)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,0,"(1.7885464362914114, 200.06742196448315)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,1,"(1.827733734401995, 202.19451593551307)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,2,"(1.836027344313459, 202.69259387579433)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,3,"(1.8343932338473259, 203.80297480529555)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,4,"(0.9410476240614525, 1.5152409335150512)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,5,"(1.0855103510808228, 4.1285653108117)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,6,"(1.1381748493241628, 6.806916516790578)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,7,"(1.1145728693938282, 6.22244187286761)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,8,"(1.8777249474493067, 202.54543861161665)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.testJdbcToArrow#,9,"(1.1764335875379, 5.482537895108289)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,0,"(1.189130781898463, 1.1892206327513768)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,1,"(1.188003189778691, 1.1880770376315417)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,2,"(1.1900529303977085, 1.190124413126292)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,3,"(1.1919043385513826, 1.1919886531841366)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,4,"(1.1945303467316302, 1.1947786600440566)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,5,"(1.1890164207551743, 1.1891361309203432)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,6,"(1.1859005247822605, 1.1859824863295931)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,7,"(1.1836391428088655, 1.183720306986331)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,8,"(1.187023115624987, 1.1871041308156771)"
apache__arrow#org.apache.arrow.vector.VariableWidthVectorBenchmarks.setSafeFromArray#,9,"(1.1888935769517233, 1.1889828097894757)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,0,"(1.5382075737916383, 18.749374101446108)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,1,"(1.103761123623713, 3.2916461252473073)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,2,"(1.1048260511300787, 2.5958234593170553)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,3,"(1.1022887074814238, 2.158315156950443)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,4,"(1.1010188156979712, 2.1420657441702837)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,5,"(1.103727786048179, 3.2723792266849148)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,6,"(1.1038900287321396, 2.460814497922061)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,7,"(1.6182642151772666, 21.03352199873566)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,8,"(1.1025843862727585, 2.430859634753542)"
apache__arrow#org.apache.arrow.algorithm.search.ParallelSearcherBenchmarks.searchBenchmark#numThreads=5,9,"(28.346078209896298, 28.64220154946809)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,0,"(1.2083380692278516, 19.503165357512838)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,1,"(1.1903588847087798, 19.80966672312277)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,2,"(1.1741254384596305, 12.960954072673319)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,3,"(1.1962287094719921, 21.184273906424146)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,4,"(1.2651625417137697, 22.701917749671438)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,5,"(1.2716494951439552, 23.626607302326395)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,6,"(1.2799942466485947, 22.201589880509335)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,7,"(1.265719532833113, 21.83027012658675)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,8,"(1.2282112969182908, 20.74484245580413)"
apache__arrow#org.apache.arrow.vector.ipc.WriteChannelBenchmark.alignBenchmark#alignSize=3,9,"(1.1607348226706626, 21.103072824799693)"
apache__arrow#org.apache.arrow.adapter.jdbc.JdbcAdapterBenchmarks.consumeBenchmark#,0,"(1.016426918611515, 1.0251353122702966)"
