benchmark,fork,ci
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10000&syncThreshold=0,6,"(1.0754365415734766, 1.2198152662383162)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10000&syncThreshold=0,7,"(1.3279047443898522, 1.3312634194348412)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10000&syncThreshold=0,8,"(1.0406827987249414, 1.1018447717424922)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10000&syncThreshold=0,9,"(1.3848532094116712, 1.3876067694868741)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,0,"(1.706068767227283, 3.42452929478785)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,1,"(1.2878589150313537, 3.5610080697855704)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,2,"(1.2217368257614785, 2.3314585790991846)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,3,"(1.3979983335659365, 3.6199359314678774)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,4,"(1.3815867001869757, 3.932825607688687)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,5,"(1.0736326896922952, 1.1715422519812444)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,6,"(1.3555265008862323, 3.318146315624531)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,7,"(1.3766054570995878, 3.515502564899696)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,8,"(1.3877730320306834, 3.589986452120325)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=50000&syncThreshold=10000,9,"(1.400402585014865, 3.98886734417217)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,0,"(1.0886782155446033, 1.3060259829043477)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,1,"(1.8339565951410028, 7.308430627975452)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,2,"(1.106765203480835, 1.2654135925453383)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,3,"(1.0374452308900963, 1.0890242999210225)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,4,"(1.117828461581707, 1.5624867925771784)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,5,"(1.3063636501965992, 2.072698645530837)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,6,"(1.0886551539462017, 1.2857390658561842)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,7,"(1.1855054414036958, 1.7004714774706784)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,8,"(1.2275675326153241, 1.8663002542410876)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ForwardChainingRDFSInferencerBenchmark.initialize#,9,"(1.1379753283198302, 1.461037623324866)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,0,"(1.06993651194521, 1.2329714835998602)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,1,"(1.00931303224479, 1.294626364966168)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,2,"(1.355509803763682, 2.504667193469477)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,3,"(1.4071365711087942, 2.624312142033832)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,4,"(1.3941281009911883, 2.85229376584818)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,5,"(2.0488415829306437, 8.067767712089738)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,6,"(1.1869380737549802, 1.951882983775625)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,7,"(1.3823520948356627, 2.8224347728678993)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,8,"(1.4281014281283153, 2.8860813675307546)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoningMultipleTransactions#param=longChain::5803,9,"(1.4931932625224027, 3.4676686123959413)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,0,"(1.0292331709312377, 1.050441521574072)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,1,"(1.1288631347083948, 1.230573912992275)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,2,"(1.1438538699012664, 1.2135978704750283)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,3,"(1.0899657904777902, 1.146969961153163)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,4,"(1.1347880810500122, 1.3937842824359212)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,5,"(1.2189691486340457, 1.5114591771383712)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,6,"(1.2039381301129426, 1.309424262821319)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,7,"(1.0807148482367106, 1.1332616598103877)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,8,"(1.1222605624889304, 1.2118099129424162)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=moreRdfs::12180,9,"(1.512602040901512, 3.0618684018233635)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,0,"(1.4191016764188016, 3.0284365042492465)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,1,"(1.348440203777815, 3.3245528233490163)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,2,"(1.5046251962334773, 3.441494123335)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,3,"(1.4230965331151033, 4.30938313919626)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,4,"(1.167091934107619, 2.4607663022514727)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,5,"(1.384285736029347, 3.8343811171493014)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,6,"(1.3833855365844143, 3.4834398986615507)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,7,"(1.3479701864821938, 3.2705486274912614)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,8,"(1.268481474786438, 3.5808897171176186)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=10&limit=10000&syncThreshold=0,9,"(1.406521355909076, 3.4676406081370543)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,0,"(1.0756877575015158, 1.2207307114263117)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,1,"(1.2927550803843606, 2.191850901828967)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,2,"(1.2169029658426662, 2.9342773539062894)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,3,"(1.0762110332319443, 1.2719002979444598)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,4,"(1.0827922569895128, 1.2530656404084848)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,5,"(1.0948394431254327, 1.1822945843357735)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,6,"(1.1861135227865671, 2.9287530735353817)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,7,"(1.2453989776488412, 2.515004456252757)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,8,"(1.1958345579304215, 2.4748183667566446)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=50&limit=50000&syncThreshold=0,9,"(1.1604711244901458, 2.5114715511331704)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,0,"(1.10866953672881, 1.1626852719619387)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,1,"(1.099663439972755, 1.1818243790906993)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,2,"(1.1721183484499238, 1.360319841968625)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,3,"(1.3220188316552073, 2.061003152491847)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,4,"(1.1239640254181276, 1.2612289317744396)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,5,"(1.083889872230173, 1.1862222174183885)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,6,"(1.4307973195978176, 2.6101539617288476)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,7,"(1.3796934897956956, 2.6119424361279147)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,8,"(1.0790149754433587, 1.173813394518381)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.forwardChainingSchemaCachingRDFSInferencerSchema#param=longChain::5803,9,"(1.3846975177447727, 2.652455617669474)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,0,"(1.307011701244131, 1.3084352448709913)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,1,"(1.3624823144633291, 1.3641096864243571)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,2,"(1.2805583933523514, 1.2822631087869771)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,3,"(1.383017957140888, 1.3849662009613126)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,4,"(1.2839854549802183, 1.2855429946175108)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,5,"(1.2772547750580778, 1.2788735872825987)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,6,"(1.267629426412094, 1.2692690368450443)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,7,"(1.331708613513784, 1.3334075559281662)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,8,"(1.356281354813203, 1.357955229233206)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=250&limit=10&syncThreshold=10000,9,"(1.3252953421887117, 1.3269057542163107)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,0,"(1.2367117424846967, 4.199320868622973)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,1,"(1.9179781832152918, 36.09770339815312)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,2,"(1.8419274675656128, 26.63387595375332)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,3,"(1.0783973634337052, 1.4230748383077116)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,4,"(1.7907385084716843, 26.963417934961647)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,5,"(1.0333510031953694, 1.4077125804537136)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,6,"(1.2376935249515009, 4.150042600003123)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,7,"(1.2908907262917657, 5.930297918900457)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,8,"(1.2213064844839838, 4.17973198990861)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.ReasoningBenchmark.noReasoning#param=medium::544,9,"(1.205601338060381, 4.363616024635294)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,0,"(1.4666566087543385, 2.6821602744794006)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,1,"(1.2438412984877127, 2.5528528143471867)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,2,"(1.274538338926767, 2.5051571353861126)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,3,"(2.421520383413743, 2.4306829173201328)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,4,"(1.2656047368903791, 2.549363889599952)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,5,"(1.0561003681642875, 1.0810156158759072)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,6,"(1.2284793836671724, 2.9426721791834507)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,7,"(1.2610489620929037, 2.44366916367207)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,8,"(0.9838965116039423, 0.9925546849835957)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectAll#countk=50&limit=10000&syncThreshold=0,9,"(1.2571495157250328, 2.5442869509274457)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,0,"(1.412308290716281, 4.4949139573066255)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,1,"(1.3876565505740115, 4.11756788086055)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,2,"(1.4964446274221133, 4.8222661993406035)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,3,"(1.402606430411196, 3.088809415211293)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,4,"(1.4738247999273826, 3.5739298972124103)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,5,"(1.4549576031455527, 3.502171805294018)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,6,"(1.4029388469226418, 4.695675984485187)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,7,"(1.4769820005100056, 3.571414448206454)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,8,"(1.403861772562941, 3.076839424888205)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=10&limit=10000&syncThreshold=0,9,"(1.4340393428706946, 3.3171682289999604)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,0,"(1.0803490484207823, 1.0808752771675951)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,1,"(1.0723032749449735, 1.0729012344008255)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,2,"(1.0754077627736787, 1.075945191105795)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,3,"(1.082030093777992, 1.0826514966705052)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,4,"(1.0806266153777768, 1.081138289321885)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,5,"(1.090793959631548, 1.091314434778796)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,6,"(1.0858942688559376, 1.0864031501209404)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,7,"(1.065183696252676, 1.065667136863418)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,8,"(1.073320264053394, 1.0738141731994204)"
eclipse__rdf4j#org.eclipse.rdf4j.benchmark.QueryOrderBenchmark.selectDistinct#countk=100&limit=-1&syncThreshold=10000,9,"(1.0703698092703176, 1.0709644094006479)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,0,"(2.0192882473709806, 113.29663648820747)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,1,"(2.33984607831813, 94.66473262029054)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,2,"(1.1050298782341912, 4.474569450286867)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,3,"(1.559658824309055, 41.582265504406564)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,4,"(1.9882336477083802, 89.8063809823626)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,5,"(2.123727866702783, 99.80669014074162)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,7,"(2.0609017195914947, 101.75782176772779)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,8,"(1.1366454731182025, 8.333115799185874)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=PrimitiveArray&array_values_length=10000&keyType=String&n_entries=10&valueType=Boolean,9,"(1.1854316694966747, 4.336557296970192)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,0,"(1.0729490093720468, 1.074786288447294)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,1,"(1.0960022674182286, 1.0964298115238842)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,2,"(1.1115820347122622, 1.1135706593783095)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,3,"(1.0687722201643814, 1.0706710817623324)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,4,"(1.0881621561522283, 1.0901477636779222)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,5,"(1.068404851115032, 1.0703075943264584)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,6,"(1.079146475714004, 1.080975924903528)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,7,"(1.0687811831789022, 1.0706288718684354)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,8,"(1.0813271245336007, 1.0832749740129253)"
h2oai__h2o-3#water.ChunkBench.colsRowsRead#cols=10000&rows=100000,9,"(1.0849557469380458, 1.0868712372502585)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,0,"(1.1878927505313766, 1.4090917782824104)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,1,"(1.1802209093331126, 1.410597873095698)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,2,"(1.1953876543667492, 1.417824704663165)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,3,"(1.0586797994374133, 1.1249198574932544)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,4,"(1.1763206826602135, 1.4445556708768899)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,5,"(1.2186521324423574, 1.3846333268651283)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,6,"(1.1020812858391225, 1.1799815038728205)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,7,"(1.098271275676082, 1.1381804571078031)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,8,"(1.2606290349239346, 1.5008266177019998)"
h2oai__h2o-3#water.util.IcedHashMapBench.writeMap#arrayType=Array&array_values_length=10000&keyType=String&n_entries=1000&valueType=String,9,"(1.1015413272207457, 1.228247897542553)"
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000,0,"(1.0842805944082365, 1.084399899568657)"
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000,1,"(1.0836166676594925, 1.0837482064042352)"
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000,2,"(1.0843462510719264, 1.0844700637549867)"
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000,3,"(1.0856811854249633, 1.0858371244721967)"
h2oai__h2o-3#water.ChunkBench.rawArrayRead#cols=1000&rows=1000,4,"(1.0846364581070234, 1.084761343193733)"
